count hate_speech offensive_language neither class tweet
3 0 3 0 1 "Ion kno what im doing tonitei jus kno its gon end wit me dick first in some pussy"
3 0 3 0 1 "Ion know why this bitch insists on telling me where she be going now Idgaf about chu bitch like damn"
3 0 3 0 1 "Ion like doll face hoes"
3 0 3 0 1 "Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho "
3 0 3 0 1 "Ion pay for pussy because her pussy priceless I go fishin in it and I aint a Pisces"
3 0 3 0 1 "Ion trust no bitch"
3 0 3 0 1 "Ionn got no type bad bitches is the only thing that I like"
3 0 3 0 1 "Iont care about where a na been where a bitch goin or the kinda shit they been thru"
3 0 3 0 1 "Iont got no type NAW bad bitches is the only thing that I like"
3 0 3 0 1 "Iont got no type bad bitches is the only thing that I like"
3 3 0 0 0 "Iont see how some of you niggas fags"
3 0 3 0 1 "Irie is a bitch for not letting me borrow his charger"
3 0 3 0 1 "Irritating reading ppl bitch abt smthng yet offer shit for evidence to even support their slant Simply complaining is the easy part"
3 0 1 2 2 "Is Hillary the 8216dodo bird8217 candidate httptco3FyoSi28Jm via "
3 0 1 2 2 "Is Hillary the 8216dodo bird8217 candidate httptcoYfUbgwQ4tw via "
3 1 2 0 1 "Is Moyles a retard lol Starting Fellani instead ae RVP Please come back Fergie SirAlexFerguson ManchesterUnited ManchesterDerby MUFC"
3 0 3 0 1 "Is Wayne Brady gonna have to choke a bitch"
3 0 3 0 1 "Is Wayne Brady gonna have to smack a bitch"
3 0 0 3 2 "Is Yankee in a good mood today or what"
3 0 3 0 1 "Is anything going down tonight besides my bitch"
3 1 0 2 2 "Is dare any colored players in hockey"
3 0 1 2 2 "Is it just me or is Hicks saying bung beds "
3 0 1 2 2 "Is it weird licking your own nip"
3 1 2 0 1 "Is she my kind of hoe or nae Its ok you a hoe anyways "
3 0 3 0 1 "Is that a hawk What the fuck kind of bird is that"
3 0 3 0 1 "Is that the remix fam These hoes aint lawyers lol on god thats my fav Chris Brown song8221"
3 0 2 1 1 "Is that the remix these hoes aint lawyers lmao my fave Chris Brown song"
3 2 1 0 0 "Is there a full moon out CrazyAssholes out in full force and Im not talking about muzzies or liberals825265039 And Im in the mood to oblige"
3 0 0 3 2 "Is there a looser college town than BTown If yes id like to visit IU hoosiers"
3 0 3 0 1 "Is there a vending machine around this bitch im starvin"
3 0 3 0 1 "Is there a website that delivers expensive wine cigars and big booty hoes to my door step"
3 0 3 0 1 "Is there an additional charge for the pussy to listen to my personal problems"
3 0 3 0 1 "Is this bitch for real Im heated bruh"
3 0 3 0 1 "Is this hoe gone dm me back"
3 0 3 0 1 "Is this napK bitch retarded or stupid wtf would you request me didnt she read my bio its pretty8230 httptcoReqHlHHml4"
6 2 4 0 1 "Is this retarded bitch really this stupid"
3 0 3 0 1 "Is you ready bitch cause my hair laid Yours httptcon0gu5j7dqx"
6 1 0 5 2 "Islamic Jihadis run away to Pakistan UniteBlue"
3 0 3 0 1 "Isley brothers got me alot of pussy boy Take notes"
3 0 0 3 2 "It aint April Fools yet Jay Z trash187"
3 0 3 0 1 "It aint nothin to cut a bitch off"
3 0 3 0 1 "It aint nothin to cut that bitch off"
6 0 5 1 1 "It aint nothing like chasing money cause you have a purpose but chasing these hoes for what Vice Versa"
3 0 3 0 1 "It aint nothing to cut that bitch off"
3 0 3 0 1 "It aint nunn to cut that bitch off998665039998665039998665039998665039998665039998665039998665039998665039998665039"
3 0 3 0 1 "It aint nothing to cut that bitch off K camp"
3 0 3 0 1 "It aint nuffin to cut that bitch off"
3 0 3 0 1 "It aint nun to cut dat bitch off "
3 1 2 0 1 "It aint nuttin to cut that bitch offthats why that shit my ring tone "
3 0 3 0 1 "It all started in bitch128118"
3 0 2 1 1 "It already Soaked Sinked amp Melted so dropped thats shit bitch IDGAF linc up or get caught "
3 1 2 0 1 "It be below zero and hoes still go out like its degrees plus tax"
3 0 1 2 2 "It be so good to not gotta woyke in da moanin I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt"
3 0 2 1 1 "It be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time It aint never a dude voice"
3 0 3 0 1 "It bothers me when a ugly girl has a bad bitch attitude"
3 0 2 1 1 "It doesnt just affect kids It affects the faculty the staff that work at these schools that are queer"
3 0 0 3 2 "It feels awkward to have the playing against the I mean we all know who Im rooting for but its awkward"
3 0 3 0 1 "It gets me mad when a Mexicans go against Mexico like wtf support your team bitch"
3 2 0 1 0 "It happens AGAIN Black pack beats whitey This should make national news httptcoizKoA2Xb"
3 0 3 0 1 "It is fucking retarded how I cant say a single thing in this house without some blowback"
3 0 3 0 1 "It is impossible for females to be players pimps etc Theyre called hoes"
3 0 2 1 1 "It makes me sad knowing this queers wont be down the street anymore SadTweet"
3 0 3 0 1 "It might be infected Niggas would really turn that pussy down Buggin8221"
3 0 3 0 1 "It only be yall worthless bitches that be like that though"
3 0 2 1 1 "It opened up with some clouds parting and with SILKgtCan we get a room on the southside of the ghetto"
3 0 3 0 1 "It pissrs me tf off when I call you back a half a second later nd you dont answer You a bitch ass nigga for that"
3 0 2 1 1 "It prolli seem like I flirt but iont want none of yall hoes "
3 1 2 0 1 "It really aint nothin to cut that bitch off"
3 2 1 0 0 "It really is too bad that California had faggot marriage forced upon her after her citizens declared it illegal"
3 0 3 0 1 "It sad how bitches wake up being messy like bitch find you another career cause this aint working out for u "
6 0 5 1 1 "It seem like Cory talked to of all indianapolis hoes nbs"
3 0 3 0 1 "It stink in this bitch it must be them pussy ass niggas talkin shit"
3 2 1 0 0 "It stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me"
3 0 3 0 1 "It the principle of the matter bitch "
3 0 3 0 1 "It was my sophomore year that I learned these hoes werent loyal"
3 2 1 0 0 "It was nice of you to unfollow me fag"
3 1 0 2 2 "It would be pretty cool if I got to see more time before I go back to hillbilly town "
6 1 5 0 1 "It wus yo fat ass that filled out the application to work there not me bitch"
3 0 3 0 1 "Its CampaignSeason bitch httpstcomuxtC1fHmH"
3 0 3 0 1 "Its and yall niggas still fuckin with these hoes Go get you a wife bruh wifingsquad2014"
3 1 2 0 1 "Its degrees and this bitch has a stuffed animal wrapped around her neck onlyattheducksgame"
3 0 3 0 1 "Its Friday bitch httptco9Taj2OUsCc"
3 0 0 3 2 "Its Karaoke night baby Hi ho Hi ho Its off to sing I go With a voice that sounds like sandpaper hi ho Hi ho"
3 0 3 0 1 "Its Mrs G bitches Thats Mrs GROHL if I dont know you wineprobz"
3 0 3 0 1 "Its October babe you dont have to be a hoe anymore"
6 0 5 1 1 "Its Some hoes out here tonite amp I got Shawty wit me"
3 0 2 1 1 "Its a Bob Schieffer holiday now hes proud and smitten that hes the good white guy hicks be damned Everything is Everything"
3 0 0 3 2 "Its a bird Its a plane No its Peter Walkin on Air Byers httptcoWHECP5kDci"
3 0 3 0 1 "Its a lil bitch at the bus stop with Adidas flipflops amp socks on I know dem mfs soggy as fuck"
3 2 1 0 0 "Its a lot of Uncle Tom ass niggas out here"
3 1 2 0 1 "Its a lot of fat bitches at this party Im we at right now my outfit way too much fire to be at a function like this"
3 0 0 3 2 "Its a matter of pure weight ratios A five ounce bird can not carry a one pound coconut"
3 0 0 3 2 "Its a plane its a bird nah its just me doing laps around the dam Lol"
6 0 5 1 1 "Its a recession on everything Chasing pussy is never attractive"
3 0 3 0 1 "Its a sad sad day when a bitch loses her sponsor"
3 1 2 0 1 "Its a small world and hoes make it smaller"
3 0 0 3 2 "Its almost Christmas Charlie Brown"
3 0 3 0 1 "Its basic bitches unite around these parts "
3 0 3 0 1 "Its beanie weather bitches httptcouy012Hkz9Q"
3 0 3 0 1 "Its been a minute since we chilled like we use to I hope that pussy still feels like it use to"
3 0 3 0 1 "Its boner Sunday bitch"
3 0 3 0 1 "Its bout that time were I feel like beening a hard working woman and a stripper hoe by night dont judge me "
3 0 3 0 1 "Its definitely a bitch everything in life is ruled by money Such a moral heartbreak"
3 0 3 0 1 "Its either your getting pussy Or are one what will it be"
6 0 6 0 1 "Its fact that a male brain cannot always hear the high pitched voice of a women So bitch dont get madI really didnt hear you"
3 0 3 0 1 "Its funny how females dont want to be called a bitch but if you put the word bad in front of it then theyre happy af"
3 0 3 0 1 "Its funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with"
3 0 3 0 1 "Its funny how these swaggot white boys wanna act like theyre Ballin till it comes time to tip
Sad ass crackers"
3 1 2 0 1 "Its funny when u get a black female mad they start acting ghetto then a bitch"
3 0 3 0 1 "Its going down its going down its going down lil bitch"
3 0 0 3 2 "Its gonna be a long season for the Yankees if this simulation is right BlueJays Rays Yankees Orioles8230 httptcoZc3k9NDB1T"
3 0 3 0 1 "Its hard being a real nigga when these niggas got bitch tendencies"
3 0 3 0 1 "Its hard getting a bitch from the hood to suck your dick on cameraShe swear EVERYBODY knows herAnd she hates the light"
3 1 2 0 1 "Its hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man "
3 0 3 0 1 "Its hot and my allergies are killing I feel like a little bitch "
3 0 3 0 1 "Its iguanas out this bitch n er thing"
3 0 0 3 2 "Its just not the same LittleDebbie Cloud Cake are not Twinkies httptcoOOILML6M"
3 0 3 0 1 "Its kind of funny when people tell me they havent seen me in years and where have I been Like at home bitch"
3 0 3 0 1 "Its lame that you can buy clothes that look like real military clothing
If you wear it I will make fun of you
Youre a star bitch"
3 2 1 0 0 "Its levels to my bitch you cant fuck her nigga cause she like red bottom you cant afford her nigga she got Benz you riding honda accord"
3 1 2 0 1 "Its like zero bitches in nap thats gon stick by yo side if you fall off "
3 0 3 0 1 "Its moes monday ten ten ten twenties on yo titties bitch"
3 0 3 0 1 "Its money over bitches even though I love ladies"
3 0 3 0 1 "Its my main bitches 21st ayyyeeee happy birthday babbbyyy"
3 0 3 0 1 "Its my mans birthday All the big booty bitches show him some love httptcoxddlyR1APq"
3 0 2 1 1 "Its no wonder my titanium ankle is killing me Woo retarded winter weather texas weather httptcorrKxBwG1u4"
3 0 3 0 1 "Its not pears bitch its PEAR"
3 0 2 1 1 "Its not unique its ghetto as hell"
3 0 3 0 1 "Its not a sin to have a interchangeable bezel but when that bitch dont screw back on ThatsAProblem"
3 1 2 0 1 "Its not often you see the words disingenuous egregious and cunt filth all in one sentence and properly used points"
3 0 3 0 1 "Its official I leave America January 3rd See ya bitches in February Have fun with winter for me"
3 1 2 0 1 "Its ok to tell a nigga he trash and a feature will never happen fam"
6 1 5 0 1 "Its one thing to be a hoe but a ratchet hoe Bitch please take a seat gt _"
3 0 2 1 1 "Its only AM here but Im about to pour up some pineapple ciroc amp blast this Future mixtape at maximum levels because bitch Im in Vegas"
3 0 3 0 1 "Its only a few real bitches I know"
3 0 3 0 1 "Its out b day bitches128540128540 httptcoIuKRTw2icw"
3 0 2 1 1 "Its pretty much been confirmed that I have the BEST bitch face on the planet"
3 0 3 0 1 "Its really a bitch when youre trying to make a difference to someone else and they intentionally make a point to make you feel like shit"
3 0 3 0 1 "Its scheduled up already tho bitchesgt BryanCranstongt One tweet and hes got JoePesci out there making fun of stolenbasesgt BASEBALL"
3 0 0 3 2 "Its scientifically proven that no one can not cry at least once while watching Charlie St Cloud"
3 0 2 1 1 "Its so scary hoe Annabella does everything I do she acts just like me "
3 2 1 0 0 "Its so shady when you bitches talk to guys w girlfriends thats so disrespectful to do to another girl"
3 0 3 0 1 "Its still Spring bitch"
3 0 3 0 1 "Its still going Im gonna start singing cause this nigga got the hoes httptcotBSD5jBjzx"
3 1 0 2 2 "Its stuff like this that makes black people look retarded Its not expressing yourself its stupidity httptcoMxbGfPvICF"
3 0 3 0 1 "Its summer bitches httptcoJxqonTfiUq"
6 0 6 0 1 "Its summer bitches"
3 0 3 0 1 "Its the 21st century ladies SPOIL YOUR MAN dont be a snotty stuck up bitch"
3 1 0 2 2 "Its the most hillbilly thought ever A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always"
3 2 1 0 0 "Its this dyke chick cut hair in the barbershop look just like Future"
3 0 3 0 1 "Its this hoe pics Im looking at she got her ass out in 20pics then got with her sonthese hoes crazy"
3 1 2 0 1 "Its throw it in her throat thursdays so make a ghetto gaggler out of her"
3 2 0 1 0 "Its time to mock Halftime in America How bout Wake up America we have radical leftists running the country httptco9Eyi0K8w"
3 0 3 0 1 "Its to many hoes Tryna act like the
Wifey type"
3 0 3 0 1 "Its too early to talk about eating pussy Who ate ass this week"
3 2 1 0 0 "Its unbelievable to me that there are Americans who refused to kill the okies That means all Americans weak willed trash"
3 1 0 2 2 "Its weird but I miss Robertson Screwdrivers gt From 8216toque8217 to 8216mickey8217 ten Canadianisms httptcoLUFaCmlo20 via "
3 0 3 0 1 "Its wifey over bitches but moneys over her cuz moneys under nothing my life is such a blur its not the way it has to go"
3 0 3 0 1 "Its winter up this bitch httptcokYYckry6Qk"
3 1 0 2 2 "Its ArabSpring Training Charlie Brown rejectedpeanutsspecials"
3 0 3 0 1 "Its Brittany bitch"
3 0 2 1 1 "Its a bitch living in a country where you have two choices for President and fifty choices for Miss America "
3 0 3 0 1 "Its a million bad bitches in this world and you stucc on stupid"
6 0 6 0 1 "Its a problem bitch ya better follow me I give ya this dick you then won the lottery"
3 0 3 0 1 "Its bros ova hoes but wifey comes before ya bros"
3 0 3 0 1 "Its cool its str8 i know yall got the WRONG bitch i understand "
6 0 6 0 1 "Its crazy hoe we all ken folks im talking all my friends is my family"
3 0 3 0 1 "Its feeling like wintertime bitches"
3 0 3 0 1 "Its funny how bitches nag me they jus mad they cant have me"
3 0 3 0 1 "Its funny how these hoes will be texting yo phone all day and then days later have a boyfriend "
3 0 3 0 1 "Its gorg out RT This bitch thinks its june or something httptcomFVCmym"
3 0 3 0 1 "Its hotter than a fast bitch thighs rubbing together while she running a marathon"
3 0 3 0 1 "Its like u want me to be the sideline hoe and dat shid aint nvr finna happin while Im well and living fuck dat I rather say fuck
It and u"
3 0 3 0 1 "Its not always good to have haters sometimes youre just a stupid bitch _ "
3 0 3 0 1 "Its nt that i hate that bitch i just hate the shot he do"
3 0 3 0 1 "Its obvious the bitch is still immature and havent let go of the past yet Just face it You fucked up a good thing"
3 0 3 0 1 "Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards"
3 0 3 0 1 "Its so many bitches n their friends dont like me all because of one nigga A nigga that I will ampamp still have "
3 0 0 3 2 "Its suppose to be yellow but we dont do yellow httptcoy1hLiBjQmn"
3 0 2 1 1 "Its the NATURE of birds YOU LET ONE of them eatNext thing you know youve invited the entire ecosystem to shit on your car SFvsSTL"
3 1 2 0 1 "Its too early for all this bullshit fuck all yall hoes lmfao"
3 0 3 0 1 "Its true though lol If your girl think about you amp you dont make her pussy jump you aint shit brah8221lls"
3 0 2 1 1 "Its uno shawty id drop my imaginary hoes "
3 0 3 0 1 "Its wayyyyy more going on now than have u pushing yo trash ass music right now"
3 0 2 1 1 "Its what we call Bitchassness If a nicca tell a female another man got mad girls throwin salt that man gay straight up"
3 0 3 0 1 "Its ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy httptcoN8v2johm"
3 0 3 0 1 "Iv decided to grow my hair i aint braiding it thostraight curls out dis bitch "
3 1 2 0 1 "Ive got the best friends a functioning retard could have"
3 0 2 1 1 "Ive never seen this part of pussy town before lolololol the end of this song thoo"
3 0 3 0 1 "JJ Watt was on his grown man shit all night Now lets get it Yankees"
3 0 3 0 1 "Jada Fire has never dropped me for talking to imaginary hoes"
3 2 1 0 0 "Jai may make an appearance at the party love that fag"
3 0 3 0 1 "Jais hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot Ill call someone a fag"
3 0 3 0 1 "Jaime dont make me look like a bitch lmao"
3 0 3 0 1 "Jake gettin all da bitches rn"
3 0 0 3 2 "Jamaica populated with island hillbillies Even linguistics are kind of the same if you sub the accent Olde English derivatives"
3 0 3 0 1 "Jameis Winston got benched for standing on a table and saying Fuck her right in her pussy The irony is so deep you can use a shovel"
3 0 3 0 1 "Jameis tweet Fuck her right in the pussy"
3 0 3 0 1 "James is the biggest bitch in basketball i swear fuckin cramps seriously"
3 0 3 0 1 "Jammin these sad songs smoking squares thinking bout bitches"
3 0 3 0 1 "Japanese babe Maria Ozawa gets her Asian pussy fucked160hard httptcoULDgV82QcN"
3 0 3 0 1 "Japanese mature cat with spots has her old pussy split wide and filled with hard160cocks httptco49snPMqnMW"
3 0 3 0 1 "Japanese teen has her trimmed pussy toyed by a green160vibrator httptcojC8AZqu6nr"
3 2 1 0 0 "Jason admitted youre a stuck up bitch lol which you are Think youre so much better than everycunt naaaaa"
3 0 3 0 1 "Jax a hoe"
3 0 0 3 2 "Jay Z Takeover amp U Dont Know LIVE Home amp Home Concert Yankee Stadium httptco4EuK80uLiS via "
6 0 6 0 1 "JayZ got of the baddest EVA that proves men dont really need to look good to pull these hoes want security"
3 0 3 0 1 "Jazz jumbo dick corporations Making bitches tap out since "
3 0 3 0 1 "Jealous ass bitch tryna turn me to a lick but you wont live to see that shit"
3 0 3 0 1 "Jealous bitches smh"
3 0 3 0 1 "Jealous niggas usually send the hate threw the bitches"
3 0 3 0 1 "Jealousy is such a bitch"
3 0 3 0 1 "Jealousy will make a bitch do ANYTHING Thirst will make a nigga do ANYTHING"
3 0 3 0 1 "Jean skirt ass hoe"
3 0 3 0 1 "Jenna came for one pair of shoes Took two pair amp four shirts In case Her retarded ass is going to work Lol"
4 0 4 0 1 "Jenna played the Weeknd amp Mac just looked at us like theeeese bitches"
3 0 3 0 1 "Jenna stays pimpin these hoes"
3 2 0 1 0 "Jennifer Lawrences nudes sooooo trash Im still smashin though no doubt"
3 0 3 0 1 "Jessie Andrews has the best girl on girl scenes in porn LOVE the way she makes bitches cum"
3 1 2 0 1 "Jet lag a bitch"
3 0 0 3 2 "Jeter almost broke Yankee stadium"
3 0 1 2 2 "Jets trash"
3 0 2 1 1 "Jhene Aiko aint shit but a spiteful side hoe she aint even fine"
3 1 0 2 2 "Jihadi John beheader of journalist Foley and Sotloff Was Arab Charity Collector httptcoRL7F2qV56F via "
6 2 1 3 2 "Jihadi John has struck again Prayers with the victims families What is the bounty on His head Time him meet allah"
3 0 0 3 2 "Jihadi pop music debates 8220yo bro did you hear the latest Abu Yasser hit8221 8220No bro I8217m totally an Abu Hajar fan8221 UnderGroundCulture"
3 0 0 3 2 "Jihadi propaganda ployUS had Gulf countries publish pics of their pilots deflect Sunnis anger from itself amp iran httptcopFxYby2c15"
3 0 0 3 2 "Jihadi rehab needs to account for the unpleasant fact that its the worst behaviors that attract participants httptconJJGA7S5LQ"
3 0 0 3 2 "Jihadi streams British ISIS fighter identified as Abu Abdurahman Al Britani killed in action httptcoKsowd8rRCk"
3 0 1 2 2 "Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers httptco4AHp4t86bP lnyhbt ccot teaparty gop tgdn"
3 1 0 2 2 "Jihadis are running a claim that the King of Saudi Arabia died two days ago Must be the bombs falling on em that r making em hallucinate"
3 0 0 3 2 "Jihadis betting on public protests in Britain to force UK gov out of the antiISIS coalition httptco5gJSmrfzWJ"
3 1 0 2 2 "Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down"
3 0 0 3 2 "Jihadis claim to have shot an Iraq army Mi35 attack helicopter in Beji amp identify its pilot by name rank"
3 0 0 3 2 "Jihadis identify a man from Indonesia as the one who carried a massive suicide bombing on Speicher camp Iraq httptcoh1hjHYnbY2"
3 0 0 3 2 "Jihadis keep on prattling about having shot down today what they think is an Apache helicopter Maybe it was an Mi35"
3 0 0 3 2 "Jihadis seem to be more upset over the location of the Jedah conference in Saudi than its purpose ISIS"
3 0 0 3 2 "Jihadis specifically asking for international schools in Saudi to be targeted RealThreat httptcoNV5qbZaviv"
3 0 0 3 2 "Jihadis taunting America amp spreading paranoia tents that appeared in a video of a Daesh training camp near Mosul httptcoGH3EbBfB3t"
3 0 1 2 2 "Jindal seemed to be having an outofbody experience enhanced by special brownies
httptcoW0cyEcqKLo
Bj Up and At Em
stribpol mngop"
3 0 3 0 1 "Jk Im going to be a pussy about it I dont want the love of my life seein me all scared and shit"
3 0 1 2 2 "Joba Chamberlain looks like a homeless guy that won a contest Yankees"
3 1 2 0 1 "Joe Budden always flexin on average twitter niggas wit his pool parties n bitches the nigga cant compete wit otha rap niggas"
3 0 3 0 1 "Joe ripping on a Nobel prize winner while hes not their What a little bitch morningjoe"
3 0 3 0 1 "Joe young gone shoot that bitch"
3 0 3 0 1 "Joes parties got hoes but its always hot as hell"
3 0 2 1 1 "John Kerry the SELLOUT httptcoSFIRSvDy neverforget how this pussy screwed our troops in Vietnam Now hes rewarded Disgusting"
3 0 3 0 1 "John Legend is showin this country bitch up on her own song"
3 0 0 3 2 "John McCain trashes Jay Carny live on CNN Syria ISIS Obama httptcoZT690BkTrI"
3 0 3 0 1 "Johnathan Martin is a straight up pussy ManUp"
3 0 0 3 2 "Johnny Manziel just flipped somebody the bird"
3 3 0 0 0 "Johnny Rebel If I could be a nigger for a day httptcoJPKdkpbjxh"
3 2 1 0 0 "Johnny Rebel Quit your bitchin nigger httptcouCGhrY7zGe"
3 1 2 0 1 "Johnny is a punk bitch doe"
3 0 3 0 1 "Join my crew bitches"
3 0 3 0 1 "Jon Jones just lost all my respect turned down a fight like a bitch hope he loses his next fight now "
3 0 2 1 1 "Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gayalcoholism commments httptcofqcWZHMjom"
3 0 0 3 2 "Jones and Iba241ez are out of gas after giving it their all earlier in the first half The callups should get more playing time Yankees MLB"
3 0 3 0 1 "Jonica look like a hoe from 55th and superior "
3 0 3 0 1 "Jordan so Watcha been up to at college
Me fuckin bitches amp stuff ya know
Jordan alright seriously IChooseToBeAbstinent"
3 0 1 2 2 "Jose Soto Reflections of a former gay teabagger httptcoXtMMuzyK"
3 0 1 2 2 "Josef just pitted Slight possibility he can make it the remaining laps but I highly doubt it Will need yellow IndyFest"
3 0 3 0 1 "Josh youre a hoe "
3 0 1 2 2 "Js on my feet that song is trash too loll"
3 0 3 0 1 "Jtfooooo at pussy on fleek"
6 0 6 0 1 "Juicy J cant say no to ratchet pussy remember"
3 0 2 1 1 "Julius Peppers still seems retarded"
3 0 3 0 1 "Jump out 2nd floor window cuz Im over my side bitch crib and my girl beatin on the door Josh Shaw"
3 0 3 0 1 "Jungle Fever be my favorite movie Dat white girl love dat colored mans thang She take it hard and deep Drive dat girls daddy wild crazy"
3 0 3 0 1 "Juniors are still pussies"
3 0 3 0 1 "Jus a D nicca n the A"
3 0 3 0 1 "Jus need a bad bitch thats gone always hold me down"
3 0 3 0 1 "Jus need my nig Mack Wilds to winfk the award tho"
3 1 2 0 1 "Jus tired to tell a nicca Young Thug was gah yesterday nicca aint believe me "
3 1 2 0 1 "Jus waking up and hearing about this lebron sheet what a dummy No respect for him go get ya rings and come back Real admirable bitch"
3 0 3 0 1 "Juss got this hoe Free so why not Lop p httptcoTR8b5D7U"
3 1 2 0 1 "Just a young niggah wit a promised future "
3 0 0 3 2 "Just as trash as the others Fixed none of my issues Naw Anyone download ios yet"
3 0 3 0 1 "Just bc your hair is laid or wuteva dont mean nothin Yo shit gotta smell MARVELOUS dont no nigga want a bitch who smell like burnt weave"
3 0 2 1 1 "Just because you have a issue and your attorney is out of town doesnt mean you can be a bitch to me Next time dont get in trouble"
3 0 2 1 1 "Just bought new release and to all of you pussies whining about itSTFU TurnThatShitUpLouder Godsmack"
3 0 3 0 1 "Just called a basketball player out for the fade on twitter cuz dat pussy nigguh live in Georgia Come get me bitch"
3 0 3 0 1 "Just cause you be on every party seen dont mean you bad bitch"
3 0 3 0 1 "Just cause you got a boyfriend now dont mean you still aint a hoe Now youre just a hoe with a boyfriend"
3 0 1 2 2 "Just cleaned my fingernails with a knife hillbilly "
3 0 3 0 1 "Just cleaned this bitch BoyfriendsTruck Clean InsideAndOut Ram1500 TookForever NoFliter8230 httptcoBvb0LRisHY"
6 0 6 0 1 "Just cuz he looked at you doesnt mean he likes you hoe"
3 0 3 0 1 "Just dont be looking for no dick later cuz Im not a hoe"
3 0 3 0 1 "Just dont be offended Its a word youre just a bitch whos looking for something to bitch about"
3 0 3 0 1 "Just dropped dat fine ass woman We has da best chicken eva I spectin some lovin but she a lady and da colored thang"
3 0 1 2 2 "Just got done taking some photos with brownie flowcity"
3 1 2 0 1 "Just got into with some chic in Rallys parking lot bitch speeding through the parking lot and almost hit my niece "
3 0 3 0 1 "Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was "
3 0 3 0 1 "Just got rich Took a broke nigga bitch"
3 0 2 1 1 "Just got shit on by a bird blessed"
3 0 3 0 1 "Just had someone under casually ask me what the FF stood for on my car R u fking serious bitch"
3 0 3 0 1 "Just hand them the game you zebra jack asses and save us all the trouble of watching"
3 0 0 3 2 "Just hit in flappy bird128527"
3 0 3 0 1 "Just hold on we goin to the crib bitch"
3 0 0 3 2 "Just in case the day couldnt get better wifes Rav had a flat and being the redneck I am I put inch rims on it so there goes 200x2"
3 0 0 3 2 "Just killed birds with stone Thank God I payed attention in my communication classes
work"
3 0 3 0 1 "Just landed in Orlando The flight was as bumpy as a bitch"
3 0 3 0 1 "Just lets you know we all self conscious even the pretty bitches"
3 0 3 0 1 "Just like a bitch Typical shit Stepping in place Elliptical shit Wizard of hearts Mythical shit Watch yourself Mystical shit"
3 0 3 0 1 "Just looked at a news story and thought to myself Is she fucked up some kinda way because I am hillbilly"
3 0 3 0 1 "Just made that test my bitch"
6 0 6 0 1 "Just might fuck yo main bitch Dats just how I feel httptcooodbPTGV1n"
3 0 3 0 1 "Just need a bad bitch thats gone always hold me down"
3 0 3 0 1 "Just need to know what that pussy like so one time is fine with me"
3 1 2 0 1 "Just once in my life I wanna see someone on family feud look at their family member and say Thats a horrible answer Are you retarded"
3 0 3 0 1 "Just ordered CHINESE food bitches BRING ON THE CAT"
6 0 6 0 1 "Just passed my exs neighborhood and came across the thought that in the end I was the side bitch"
3 0 0 3 2 "Just posted a photo Yankee Stadium httptcoyFLU32Xh"
3 0 0 3 2 "Just purchased my first trenta iced coffeethis is a slippery slope"
3 0 3 0 1 "Just read this instagram profile luv my grls princesses by birth bitches by choice yeaaah youre cool tryhard loser"
3 0 3 0 1 "Just remember when having standards becomes cool againim gonna call a lot of you out for staying quiet like a bitch all this time"
3 0 3 0 1 "Just said bye to Last time I have to see his bitch ass for four months ThankGod"
3 0 3 0 1 "Just said cunt in front of this old lady I kinda froze then she yelled YEAH YOU TELL THAT CUNT
Is it too late in life to get adopted"
3 0 0 3 2 "Just saw a crow gallop across the road mmkay wut "
3 0 3 0 1 "Just saw a lady that looks like honey boo boos mom Goddamn that bitch is ugly"
3 0 3 0 1 "Just saw the baddest bitch in life walking down the street if she didnt have that Aeropostale shirt on I prolly woulda gamed her ass up"
3 0 3 0 1 "Just saw wat did to my car t bitch"
3 0 3 0 1 "Just sayin what up hoe fuck i do to u bitch"
3 0 3 0 1 "Just seen a dude wearing all black and white outfit with Pyrex shorts Shes getting some pussy tonight"
3 0 0 3 2 "Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I cant stop crying tears of unfathomable hilarity"
3 0 3 0 1 "Just seen the baddest bitch in tower city My heart just got warm "
3 1 2 0 1 "Just smile bitches love smiling D"
3 0 2 1 1 "Just smoked a whole 8th of that Reserve thanks to my niggah "
3 0 0 3 2 "Just spoke w legend mentor Charlie Ericksen Great to catch up w those who helped open doors for Latino journos thankful"
3 0 3 0 1 "Just start blocking dissenters you coward pussy RT Patiently awaiting a drop in my Twitter followers Nothing yetOh well"
3 0 3 0 1 "Just started my upgrade for the level dark elixer drill elixer That was a bitch to get"
3 0 3 0 1 "Just stop being a hoe God dammit bitch it aint that hard"
