 572342978255048705 racism
8793 575950759868567552 none
8794 575950758668980224 none
8795 575950758517960706 none
8796 575950747247874048 none
8797 575950731619897345 none
8798 575950729602473984 none
8799 575950720358162435 none
8800 575950699218874368 none
8801 575950697633484800 none
8802 575950679719673856 none
8803 575950674640269312 none
8804 575950629161439233 none
8805 575950607359422464 none
8806 575950606441054208 none
8807 575950588279529472 none
8808 575950575977783296 none
8809 575950573209407488 none
8810 575950570596364289 none
8811 575950564686569472 none
8812 575950564564959232 none
8813 575950559531798529 none
8814 575950557195542528 none
8815 575950552418295808 none
8816 575950493219823616 none
8817 575950489499631616 none
8818 575950482889285632 none
8819 575950480196571136 none
8820 575950472051183616 none
8821 575950438186360832 none
8822 575950429046972416 none
8823 575950424831700992 none
8824 575950367675920384 none
8825 575950366103056384 none
8826 575950363448123392 none
8827 575950322033524736 none
8828 575950309039570944 none
8829 575950297878687745 none
8830 575950295005552640 none
8831 575950259173466112 none
8832 575950245055483904 none
8833 575950242295631872 none
8834 575950239946801152 none
8835 575950235811315712 none
8836 575950233600974848 none
8837 575950232371908608 none
8838 575950225979744256 none
8839 575950202403561473 none
8840 575950194941960192 none
8841 575950179062259714 none
8842 575950171613200385 none
8843 575950161320386560 none
8844 575950118106484736 none
8845 575950109361451008 none
8846 575950082618486784 none
8847 575950080106201088 none
8848 575950079955185664 none
8849 575950070345924609 none
8850 575950066055159808 none
8851 575950057955958785 none
8852 575950051941433344 none
8853 575950048350998530 none
8854 575950039220031488 none
8855 575949996832522240 none
8856 575949990834540546 none
8857 575949987516850176 none
8858 575949984320724992 none
8859 575949976397709312 none
8860 575949970592768000 none
8861 575949969250643969 none
8862 575949934819594240 none
8863 575949934731497472 none
8864 575949930147147776 none
8865 575949928339374080 none
8866 575949925072011265 none
8867 575949922677055489 none
8868 575949904771735552 none
8869 575949888678027264 none
8870 575949885851103234 none
8871 575949877462466560 none
8872 575949855442378752 none
8873 575949844310708224 none
8874 575949842586820609 none
8875 575949840582098944 none
8876 575949832382107648 none
8877 575949824085749760 none
8878 575949808243982339 none
8879 575949793031102464 none
8880 575949784822882304 none
8881 575949779672424448 none
8882 575949733702705153 none
8883 575949728740855809 none
8884 575949726874361856 none
8885 575949720897462276 none
8886 575949720427765761 none
8887 575949689788436480 none
8888 575949660575014913 none
8889 575949656934326272 none
8890 575949655562833920 none
8891 575949651121053696 none
8892 575949582166818816 none
8893 575949573455286272 none
8894 575949567742451715 none
8895 575949549706944512 none
8896 575949543415681024 none
8897 575949531906363392 none
8898 575949527514947584 none
8899 575949526537801728 none
8900 575949524364976129 none
8901 575949519499608064 none
8902 575949510565744640 none
8903 575949487857795072 none
8904 575949485882392576 none
8905 575949440550322176 none
8906 575949410024095746 none
8907 575949324623847424 none
8908 575949301790089216 none
8909 575949290805194753 none
8910 575949282227830784 none
8911 575949281909055489 none
8912 575949264519503873 none
8913 575949263571570689 none
8914 575949212095025152 none
8915 575949187876954112 none
8916 575949129601261571 none
8917 575949118230523904 none
8918 575949115852480512 none
8919 575949094478200832 none
8920 575949086991392768 none
8921 575948991638142977 none
8922 575948963892760576 none
8923 575948801292156928 none
8924 575948796636454912 none
8925 575948759042957312 none
8926 575948750713069568 none
8927 575948706039492609 none
8928 575948653627502593 none
8929 575948632492408832 none
8930 575948558324527104 none
8931 575948545393451008 none
8932 575948525126574080 none
8933 575948497289019393 none
8934 575948470697095168 none
8935 575948458453962752 none
8936 575948420675866624 none
8937 575948410395590656 none
8938 575948409644847105 none
8939 575948379282243584 none
8940 575948377495461888 none
8941 575948307756883968 none
8942 575948305542201346 none
8943 575948274655363072 none
8944 575948271165698048 none
8945 575948254803791873 none
8946 575948250898825216 none
8947 575948173153210368 none
8948 575948140496334849 none
8949 575948123174010880 none
8950 575948119352832001 none
8951 575948102382702592 none
8952 575948090223435777 none
8953 575948074180296704 none
8954 575948063576997889 none
8955 575948052407582720 none
8956 575948044782325760 none
8957 575948032715309056 none
8958 575947952289619968 none
8959 575947942500036608 none
8960 575947941514362880 none
8961 575947926737825792 none
8962 575947889379180544 none
8963 575947866209824768 none
8964 575947863424811008 none
8965 575947844063883264 none
8966 575947843845795840 none
8967 575947787642138624 none
8968 575947785976983552 none
8969 575947751470452738 none
8970 575947739059585024 none
8971 575947738401017857 none
8972 575947732776448000 none
8973 575947731811766272 none
8974 575947728468865024 none
8975 575947705966456832 none
8976 575947704401948672 none
8977 575947703017979905 none
8978 575947655437647873 none
8979 575947651176230912 none
8980 575947643852972032 none
8981 575947636236271616 none
8982 575947633983795202 none
8983 575947633102979072 none
8984 575947632264265728 none
8985 575947626908020737 none
8986 575947618808791040 none
8987 575947606989279232 none
8988 575947598994931712 none
8989 575947598890082304 none
8990 575947586500083712 none
8991 575947540073312256 none
8992 575947535639977984 none
8993 575947519559008256 none
8994 575947511543676928 none
8995 575947501854814208 none
8996 575947471286853634 none
8997 575947459668541440 none
8998 575947455675695105 none
8999 575947443931475968 none
9000 575947442790731776 none
9001 575947435496755200 none
9002 575947390559129601 none
9003 575947363463790592 none
9004 575947363019202561 none
9005 575947340109893632 none
9006 575947328516853760 none
9007 575947328495865857 none
9008 575947319599747072 none
9009 575947319465537538 none
9010 575947313144692736 none
9011 575947306467373056 none
9012 575947302587658240 none
9013 575947301442625536 none
9014 575947298347356160 none
9015 575947254785142784 none
9016 575947249005436928 none
9017 575947243481509888 none
9018 575947235868876801 none
9019 575947221075562496 none
9020 575947205489487872 none
9021 575947200963850241 none
9022 575947168793563136 none
9023 575947162376261632 none
9024 575947157389250560 none
9025 575947128301735937 none
9026 575947123499233280 none
9027 575947107116285952 none
9028 575947101022060544 none
9029 576704974748438528 none
9030 576704618534604800 none
9031 576695493817831424 none
9032 576689215351570433 none
9033 576688805702279168 none
9034 576688721413566464 none
9035 576670485745786880 none
9036 576669384237694976 none
9037 576669371151564800 none
9038 576662421282095104 none
9039 576660738191716352 none
9040 576652760722071552 none
9041 576652082318614528 none
9042 576646151631327232 none
9043 576643533295083520 none
9044 576642627983945728 none
9045 576641232199249921 none
9046 576638041256693760 none
9047 576634895415447552 none
9048 576624956726968320 none
9049 576617869884059648 none
9050 576617058248605696 none
9051 576606564666114048 none
9052 576598306131812352 none
9053 576591099172679681 none
9054 576590548112269313 none
9055 576583747996233728 none
9056 576582902265167873 none
9057 576581060202405888 none
9058 576580586321526784 none
9059 576579699570307073 none
9060 576578960860975104 none
9061 576576001443913728 none
9062 576571879541985280 none
9063 576570642780155904 none
9064 576565032139378688 none
9065 576559704207409152 none
9066 576550277995577344 none
9067 576548252163710976 none
9068 576548148375629824 none
9069 576544708018585601 none
9070 576540776345178112 none
9071 576530838872952832 none
9072 576525818169425923 none
9073 576524676370845697 none
9074 576517369280921601 none
9075 576494834854305793 none
9076 575989888341782528 none
9077 575983950486622209 none
9078 562697097401876481 none
9079 562697222195011585 none
9080 562697338482077696 none
9081 562698077753331712 none
9082 562698136104484865 none
9083 562700163404562433 none
9084 562700440203456517 none
9085 562700798543818752 none
9086 562700840440709122 none
9087 562701195966681090 none
9088 562701596921200640 none
9089 562703691783110658 none
9090 562703838407585792 none
9091 562704183242285057 none
9092 562704249071886336 none
9093 562704332098113537 none
9094 562704534741745664 none
9095 562704729965613059 none
9096 562706485126643713 none
9097 562707307436736513 none
9098 562707583149301761 none
9099 562708785043890181 none
9100 562709170668199936 none
9101 562709424578760706 none
9102 562709884702306305 none
9103 562710172792283137 none
9104 562710255046782977 none
9105 562710778613338112 none
9106 562711107270610944 none
9107 562712013823279106 none
9108 562712435388600321 none
9109 562712526992211974 none
9110 562713025346813952 none
9111 562713061132627968 none
9112 562713106028433409 none
9113 562714648978669568 none
9114 562715080912293888 none
9115 562715323003318273 none
9116 562715619209281536 none
9117 562717865737207808 none
9118 562726150699773952 none
9119 562726266097659904 none
9120 562726368577089536 none
9121 562727217835573249 none
9122 562728498834710529 none
9123 562736780487974914 none
9124 562736939137531908 none
9125 562737811250753537 none
9126 562738805267267586 none
9127 562738902055022594 none
9128 562739061677625346 none
9129 562739270168117251 none
9130 562739670917070848 none
9131 562740122714927104 none
9132 562740201869824001 none
9133 562740608302067712 none
9134 562740653063684097 none
9135 562741134888558592 none
9136 562741329923670016 none
9137 562741463931699200 none
9138 562742343120736257 none
9139 562742638391353346 none
9140 562742844096786432 none
9141 562744702395777024 none
9142 562746115830059009 none
9143 562746190576771074 none
9144 562746475126738946 none
9145 562762406909460481 none
9146 562763513631109123 none
9147 562765302308806656 none
9148 562765341479419904 none
9149 562765681373224960 none
9150 562765938433748994 none
9151 562765989696528384 none
9152 562766834962034688 none
9153 562767280736829441 none
9154 562767924205998081 none
9155 562768247809114113 none
9156 562768377073393666 none
9157 562768499022778370 none
9158 562768823150190593 none
9159 562769120174047233 none
9160 562769152793145344 none
9161 562769948238700544 none
9162 562770323222052864 none
9163 562770898214989824 none
9164 562771540782383104 none
9165 562771827131707393 none
9166 562777641145888768 none
9167 562779982926454784 none
9168 562780498909745153 none
9169 562780594925764609 none
9170 562780875625336833 none
9171 562781353889255424 none
9172 562781630893682688 none
9173 562781829053575174 none
9174 562782575656435717 none
9175 562782826068979712 none
9176 562783117208215552 none
9177 562785889450229762 none
9178 562786361045164032 none
9179 562787691277090817 none
9180 562787838123851776 none
9181 562787963785191425 none
9182 562788214533279744 none
9183 562788823118405632 none
9184 562789357506269184 none
9185 562807085126418434 none
9186 562821916957093888 none
9187 562823091492257793 none
9188 562823259876761601 none
9189 562823280550498304 none
9190 562823485480001536 none
9191 562823930151731200 none
9192 562824104630554624 none
9193 562824451101032448 none
9194 562855352459603968 none
9195 562855493992218625 none
9196 562855532613341185 none
9197 562855740076195842 none
9198 562856104519278594 none
9199 562856230096736259 none
9200 562856460028489729 none
9201 562856642325516290 none
9202 562857483698728960 none
9203 562858417287872513 none
9204 562867694769541121 none
9205 562868134236147714 none
9206 562868606615441408 none
9207 562868669756493824 none
9208 562868873301860353 none
9209 562868940335235073 none
9210 562869193142714368 none
9211 562869632995184640 none
9212 562869753614958592 none
9213 562869952072654848 none
9214 562870002848894976 none
9215 562870032188059649 none
9216 562871363657273344 none
9217 562871487884165121 none
9218 562871727206981632 none
9219 562871870392123394 none
9220 562872366553112577 none
9221 562873439833575425 none
9222 562873859079413760 none
9223 562874396155850752 none
9224 562874800612601856 none
9225 562874900428648449 none
9226 562875059665387521 none
9227 562875260182466561 none
9228 562875529561653249 none
9229 562876098498031617 none
9230 562876448831451136 none
9231 562877175083581441 none
9232 562877385977384961 none
9233 562878414378766337 none
9234 562881730303234049 none
9235 562883145931186176 none
9236 562883166659444736 none
9237 562884029985599488 none
9238 562884222692892672 none
9239 562888269722312704 none
9240 562890985118900224 none
9241 562891004924424192 none
9242 562891755545436160 none
9243 562891925158899712 none
9244 562892553444683777 none
9245 562892755048099840 none
9246 562898315982143488 none
9247 562941938270478336 none
9248 562942941300535298 none
9249 562943065523240961 none
9250 562943218783117312 none
9251 563024092711104514 none
9252 563024299221864448 none
9253 563026328581328898 none
9254 563026680932233217 none
9255 563026881512226817 none
9256 563027251630182400 none
9257 563027947423272960 none
9258 563028257034240000 none
9259 563028901803589632 none
9260 563028983617687553 none
9261 563029199011983361 none
9262 563029717906108416 none
9263 563029922311311360 none
9264 563033637789401088 none
9265 563033924650405888 none
9266 563034338183639040 none
9267 563034498586398720 none
9268 563034847741231104 none
9269 563035271642750978 none
9270 563035498986631169 none
9271 563035685431812098 none
9272 563036025254330368 none
9273 563036209744969728 none
9274 563036988883087360 none
9275 563037196538884096 none
9276 563037446003490817 none
9277 563037541394571264 none
9278 563037696600584192 none
9279 563037819539849217 none
9280 563038441479634948 none
9281 563041324673556482 none
9282 563041952623788032 none
9283 563042612815618049 none
9284 563042679257587712 none
9285 563042729899589633 none
9286 563043026415939584 none
9287 563049033225469952 none
9288 563054369730740224 none
9289 563054402710536192 none
9290 563054840193232899 none
9291 563055164303900672 none
9292 563055392054591488 none
9293 563058212396879876 none
9294 563058444715180032 none
9295 563058513350778880 none
9296 563059006181482496 none
9297 563059360700837890 none
9298 563059942081720321 none
9299 563065356772999168 none
9300 563066413628555264 none
9301 563066632873185280 none
9302 563076322642362369 none
9303 563076544592367617 none
9304 563082519802032131 none
9305 563082526567448576 none
9306 563082741370339330 none
9307 563084011489480704 none
9308 563084435844001792 none
9309 563084737183756288 none
9310 563084960962445312 none
9311 563085113123422209 none
9312 563085287338037249 none
9313 563085551776313345 none
9314 563085860078628865 none
9315 563092979305701376 none
9316 563093069026037760 none
9317 563093253378289665 none
9318 563093321418309633 none
9319 563093563916161026 none
9320 563115604584824832 none
9321 563115712177127424 none
9322 563156168936148992 none
9323 563158057564139521 none
9324 563165580916576260 none
9325 563184438465421313 none
9326 563184648461615104 none
9327 563189736492134400 none
9328 563199972619726848 none
9329 563200420755931136 none
9330 563200698784169984 none
9331 563200984474583040 none
9332 563201540647686144 none
9333 563201710269554689 none
9334 563202007788314624 none
9335 563202102206279680 none
9336 563210399990837248 none
9337 563211120857456640 none
9338 563213434670436353 none
9339 563213706192896001 none
9340 563231555296829440 none
9341 563232127622201345 none
9342 563233411561562112 none
9343 563234013091872769 none
9344 563234108013170689 none
9345 563234207602716672 none
9346 563234321482252288 none
9347 563234508611137536 none
9348 563237066742321152 none
9349 563237142248177664 none
9350 563237327556714496 none
9351 563239995297652736 none
9352 563240041112035328 none
9353 563240152718245888 none
9354 563240615597465600 none
9355 563240804324372480 none
9356 563240868102942720 none
9357 563241188862349312 none
9358 563241370337292288 none
9359 563241647987646466 none
9360 563242495572574208 none
9361 563242848699416576 none
9362 563243413802201088 none
9363 563244052586319872 none
9364 563245769231069185 none
9365 563246128200572928 none
9366 563247300491751427 none
9367 563247684924870656 none
9368 563248036608868352 none
9369 563248174907662337 none
9370 563248261301927936 none
9371 563248588382146560 none
9372 563249307235516416 none
9373 563249591726768128 none
9374 563250704366587904 none
9375 563300099296464899 none
9376 563300481510809601 none
9377 563300603732832257 none
9378 563300851863662592 none
9379 563301407684431872 none
9380 563302382381977600 none
9381 563304047210283008 none
9382 563304226936217600 none
9383 563304617308868608 none
9384 563304800096231424 none
9385 563305084813979648 none
9386 563305984894857218 none
9387 563306380057001984 none
9388 563307073237032960 none
9389 563309529614409730 none
9390 563310092183810050 none
9391 563310267635757056 none
9392 563310594887909377 none
9393 563310803000913920 none
9394 563311006965723137 none
9395 563311789090148352 none
9396 563312147057242112 none
9397 563312750680494080 none
9398 563312928971968512 none
9399 563314525110161408 none
9400 563316544004816896 none
9401 563318055527145472 none
9402 563318204429123584 none
9403 563318364219531264 none
9404 563318475540537345 none
9405 563318857478070272 none
9406 563319021760569344 none
9407 563320304445837312 none
9408 563320554682204160 none
9409 563320832827486209 none
9410 563321214232297472 none
9411 563321657373118465 none
9412 563321926467059712 none
9413 563322577163014145 none
9414 563322718859182081 none
9415 563327601238745088 none
9416 563365350662623232 none
9417 563365363761426432 none
9418 563365462004617218 none
9419 563375992433946624 none
9420 563376928019603456 none
9421 563377690053337088 none
9422 563377797763047425 none
9423 563378042509082624 none
9424 563378204165955585 none
9425 563378681888776193 none
9426 563378692957552640 none
9427 563378703862755328 none
9428 563378713941639169 none
9429 563378724666490880 none
9430 563378742152540160 none
9431 563378766445953024 none
9432 563378785228029953 none
9433 563378805360709634 none
9434 563379416479170560 none
9435 563379725771354114 none
9436 563379886283161600 none
9437 563379907418267649 none
9438 563381554148163585 none
9439 563381658858950656 none
9440 563381702441979905 none
9441 563381777742323713 none
9442 563382221109616641 none
9443 563382367314665472 none
9444 563383421787860992 none
9445 563385907336597504 none
9446 563385955050987521 none
9447 563398704657211392 none
9448 563401787453890561 none
9449 563409993399926786 none
9450 563410314897551360 none
9451 563410516253487104 none
9452 563410933221842944 none
9453 563411886666829824 none
9454 563412461647175680 none
9455 563418268451364865 none
9456 563420354576531457 none
9457 563420565130588160 none
9458 563421425352986624 none
9459 563421542504071168 none
9460 563421679322279936 none
9461 563426095030992896 none
9462 563426173036658688 none
9463 563426726693183488 none
9464 563427114125238273 none
9465 563427467411464192 none
9466 563427554615246849 none
9467 563427933499293697 none
9468 563443821980041219 none
9469 563443928557293568 none
9470 563444314844323840 none
9471 563444481886662656 none
9472 563445311348019200 none
9473 563446420502360065 none
9474 563446641416359937 none
9475 563447347397402625 none
9476 563447829109022720 none
9477 563449238814613504 none
9478 563449542075355136 none
9479 563449577215250432 none
9480 563449833885687808 none
9481 563449955486953472 none
9482 563450162324832257 none
9483 563450196357431296 none
9484 563450227412049920 none
9485 563450566047592448 none
9486 563451787638603777 none
9487 563452563685523456 none
9488 563452623538229250 none
9489 563453531726700545 none
9490 563453583782182912 none
9491 563455277580558336 none
9492 563455559689449472 none
9493 563455734663221249 none
9494 563456844106960896 none
9495 563457878736896000 none
9496 563458131540205568 none
9497 563458543680905216 none
9498 563458789999771648 none
9499 563459251025088512 none
9500 563459580147941376 none
9501 563460205912932352 none
9502 563461334814052352 none
9503 563461968393031680 none
9504 563462201336676353 none
9505 563480302274613248 none
9506 563485831537496066 none
9507 563486327035789313 none
9508 563486738085969920 none
9509 563487094010441728 none
9510 563487360361324544 none
9511 563491040695296000 none
9512 563491886669647873 none
9513 563492676394160128 none
9514 563493045220306945 none
9515 563493206696812544 none
9516 563493313727049728 none
9517 563493406010138626 none
9518 563494871176998912 none
9519 563495637958684672 none
9520 563495918935093248 none
9521 563498153739956224 none
9522 563498901831815168 none
9523 563499468159340544 none
9524 563500113545277441 none
9525 563501697398370304 none
9526 563511467161305088 none
9527 563525704235499524 none
9528 563538299055120384 none
9529 563540044774776833 none
9530 563548945830268928 none
9531 563549224369803266 none
9532 563549344800841728 none
9533 563549535754932224 none
9534 563549824461438976 none
9535 563551557543686144 none
9536 563552091600220160 none
9537 563553420624162816 none
9538 563553471966613505 none
9539 563553619283156993 none
9540 563553627424313344 none
9541 563553948481499137 none
9542 563554549755944960 none
9543 563554626465587200 none
9544 563554679183781889 none
9545 563554838173057024 none
9546 563555043635257346 none
9547 563555538265313280 none
9548 563555623120277504 none
9549 563555721308930049 none
9550 563555809284481024 none
9551 563556066953154560 none
9552 563556102541803520 none
9553 563556915230158849 none
9554 563557082624831489 none
9555 563563155482099712 none
9556 563563438601805824 none
9557 563564429472567296 none
9558 563567868298932224 none
9559 563588775280783360 none
9560 563589107905884161 none
9561 563589248754778112 none
9562 563591109134127104 none
9563 563592062713331715 none
9564 563592836046548993 none
9565 563594363666579456 none
9566 563595897154465792 none
9567 563596116831125504 none
9568 563597993761202176 none
9569 563598055002218496 none
9570 563651744060551170 none
9571 563652316218155008 none
9572 563752458002771968 none
9573 563752833304907777 none
9574 563753778671669248 none
9575 563753934171291648 none
9576 563754353752698880 none
9577 563754867240353792 none
9578 563757463166386177 none
9579 563757610327748608 none
9580 563757692867457024 none
9581 563758004785254400 none
9582 563758154115084288 none
9583 563759026639339520 none
9584 563760226768134144 none
9585 563761158276927491 none
9586 563762142789132288 none
9587 563763602289471488 none
9588 563763995648081920 none
9589 563764225219104768 none
9590 563768347725008898 none
9591 563768528201732096 none
9592 563768600662528000 none
9593 563768704115023872 none
9594 563769266105622528 none
9595 563769315023790080 none
9596 563769521610035200 none
9597 563771680397332480 none
9598 563771833271341056 none
9599 563779050540244992 none
9600 563779345840214017 none
9601 563779489847455745 none
9602 563780337549844480 none
9603 563783514441515009 none
9604 563796088147021824 none
9605 563797007752392704 none
9606 563797959729352704 none
9607 563807281406418944 none
9608 563807337677221888 none
9609 563808510983421952 none
9610 563808736980901889 none
9611 563811825427296257 none
9612 563812125793996800 none
9613 563813698083774465 none
9614 563814474579066880 none
9615 563814616090693632 none
9616 563817792567132160 none
9617 563818804048703492 none
9618 563827198344175616 none
9619 563835273973227520 none
9620 563835280298233856 none
9621 563835388205092864 none
9622 563835478055477249 none
9623 563837126014271489 none
9624 563843036338061313 none
9625 563843474407952384 none
9626 563844530638581761 none
9627 563844668937359360 none
9628 563844747152736256 none
9629 563844952052879360 none
9630 563845282891194368 none
9631 563845786551611393 none
9632 563850971164332032 none
9633 563851316665925632 none
9634 563852233213612032 none
9635 563852290524581889 none
9636 563853144581369856 none
9637 563856109258018817 none
9638 563856212702150656 none
9639 563856514205495296 none
9640 563857142906494976 none
9641 563857278638387200 none
9642 563857405486694400 none
9643 563857790926475264 none
9644 563857846672949248 none
9645 563858158330728449 none
9646 563858555808129024 none
9647 563858595792445440 none
9648 563859680603025410 none
9649 563859716112007168 none
9650 563862309387251712 none
9651 563862695938490368 none
9652 563862830336585728 none
9653 563864522855702529 none
9654 563864712467587072 none
9655 563867096048619520 none
9656 563867231906316288 none
9657 563874350038675457 none
9658 563874714884382720 none
9659 563874836376592384 none
9660 563875009488109568 none
9661 563875245778423809 none
9662 563875578462236672 none
9663 563875621252509698 none
9664 563875807894859777 none
9665 563876176263790593 none
9666 563876571174301696 none
9667 563876639109414915 none
9668 563877427277881344 none
9669 563878558804619265 none
9670 563878636495704064 none
9671 563878944886108161 none
9672 563879115711713281 none
9673 563879137656307712 none
9674 563879253767233538 none
9675 563879402648252416 none
9676 563879541811064832 none
9677 563879836737740800 none
9678 563880090732216320 none
9679 563880249083957250 none
9680 563880376309805056 none
9681 563880472967540736 none
9682 563880713565372416 none
9683 563880996592836608 none
9684 563881088221581312 none
9685 563881286855438338 none
9686 563881381885800450 none
9687 563881519932907520 none
9688 563881580209246209 none
9689 563890176166862850 none
9690 563890357486624769 none
9691 563891135542607873 none
9692 563891646601777152 none
9693 563891796938211328 none
9694 563892189868986370 none
9695 563892236828438528 none
9696 563892841483493376 none
9697 563893003253600256 none
9698 563893645091553281 none
9699 563893921701306369 none
9700 563894074705321984 none
9701 563894510212505601 none
9702 563894738718183425 none
9703 563894835841470464 none
9704 563894853243637760 none
9705 563894924467134464 none
9706 563895092247687168 none
9707 563895126926168064 none
9708 563895156793827328 none
9709 563895294941609985 none
9710 563895429054468097 none
9711 563896013744644096 none
9712 563896118614839297 none
9713 563899830980726784 none
9714 563899998673174530 none
9715 563908401327915009 none
9716 563908597935902720 none
9717 563908769763958784 none
9718 563908855713648640 none
9719 563908944859373568 none
9720 563909262208802818 none
9721 563911997587083264 none
9722 563912119154774017 none
9723 563912149974515713 none
9724 563932567951273984 none
9725 563982208235339776 none
9726 563982575828340736 none
9727 564034328573652993 none
9728 564226695285063680 none
9729 564226802952851456 none
9730 564226968678182912 none
9731 564227088530411520 none
9732 564227218730000386 none
9733 564227486943174656 none
9734 564227582711701504 none
9735 564227616735887360 none
9736 564227732750356481 none
9737 564227879408398337 none
9738 564238507485310977 none
9739 564238732044148736 none
9740 564269965260234752 none
9741 564270222761152512 none
9742 564270730074808320 none
9743 564286541371936768 none
9744 564286601203687424 none
9745 564287274599194624 none
9746 564289612885946369 none
9747 564289684214263808 none
9748 564317491350863872 none
9749 564317718057218048 none
9750 564317814693978114 none
9751 564317908243726336 none
9752 564318181217406976 none
9753 564318657363206144 none
9754 564320921167478784 none
9755 564320982060392448 none
9756 564322083459432448 none
9757 564322237549780993 none
9758 564568918321147905 none
9759 564569063415087106 none
9760 564569724906790912 none
9761 564569952116801536 none
9762 564570357303365633 none
9763 564570562513887233 none
9764 564571118313684993 none
9765 564571893509156864 none
9766 564572120714600449 none
9767 564572140620754945 none
9768 564572326856253442 none
9769 564572361794797568 none
9770 564572461900234754 none
9771 564572835570786304 none
9772 564572890029625345 none
9773 564573353277919232 none
9774 564573616088809473 none
9775 564574332970864640 none
9776 564574441095823360 none
9777 564574618804289536 none
9778 564574996924993537 none
9779 564575079636697092 none
9780 564575292786626560 none
9781 564575376349749249 none
9782 564575446902136832 none
9783 564575620169216000 none
9784 564575680256802816 none
9785 564575909559435264 none
9786 564576317467660288 none
9787 564576369883889664 none
9788 564576482500935680 none
9789 564576545537155073 none
9790 564576997838290944 none
9791 564581360279384064 none
9792 564581470518255616 none
9793 564585379148222464 none
9794 564586623350747136 none
9795 564586797942861825 none
9796 564587579643666433 none
9797 564587670836219905 none
9798 564587794614325250 none
9799 564592081549541378 none
9800 564592237305004032 none
9801 564593730645016576 none
9802 564593836324696064 none
9803 564612071434633217 none
9804 564615628351225858 none
9805 564616100076204032 none
9806 564616232435843074 none
9807 564616397439766528 none
9808 564627148577595393 none
9809 564627423031877635 none
9810 564630993554788352 none
9811 564631162576850945 none
9812 564631268701134848 none
9813 564631355363827712 none
9814 564631688248971265 none
9815 564631929626959874 none
9816 564632013966020609 none
9817 564632327599300609 none
9818 564632454179213312 none
9819 564632525473996800 none
9820 564633824445755392 none
9821 564667748911816704 none
9822 564668566423617536 none
9823 564668999355482112 none
9824 564669155383586816 none
9825 564669505012375552 none
9826 564669757735960576 none
9827 564669978591260672 none
9828 564670175828377600 none
9829 564670877162164225 none
9830 564671121358737408 none
9831 564671720217255937 none
9832 564671924819599360 none
9833 564671993929166849 none
9834 564672115966627841 none
9835 564672370409869312 none
9836 564672521778126848 none
9837 564672790540742656 none
9838 564672916965433346 none
9839 564673679041118210 none
9840 564673810356379648 none
9841 564673925708136449 none
9842 564674258756849667 none
9843 564674500390682624 none
9844 564675014331363328 none
9845 564675186994073602 none
9846 564675321652195328 none
9847 564675485045501952 none
9848 564675658232496128 none
9849 564675924805681153 none
9850 564676285486493696 none
9851 564676380344872961 none
9852 564676440579264514 none
9853 564676571819024385 none
9854 564676684683554816 none
9855 564676969829117953 none
9856 564677142504423424 none
9857 564677275216392192 none
9858 564677451616243712 none
9859 564677620055281664 none
9860 564678219333246976 none
9861 564678349226663936 none
9862 564678601673416705 none
9863 564678682678018048 none
9864 564678824953008128 none
9865 564678897573183489 none
9866 564679246132424704 none
9867 564679317511090177 none
9868 564679497639669760 none
9869 564679733053362176 none
9870 564679880403460096 none
9871 564680033407488000 none
9872 564680075564425218 none
9873 564680291994701824 none
9874 564680527341318145 none
9875 564680649227788288 none
9876 564680794371657728 none
9877 564681072638582784 none
9878 564681146810638336 none
9879 564681175797489664 none
9880 564681656984805376 none
9881 564681865995378688 none
9882 564682144606216192 none
9883 564682482574827520 none
9884 564685166140870658 none
9885 564685670795341826 none
9886 564686079580573696 none
9887 564686237642919938 none
9888 564686523811905536 none
9889 564686703483318272 none
9890 564687224239714304 none
9891 564691340013740032 none
9892 564691443080376321 none
9893 564691588824051712 none
9894 564693228545257472 none
9895 564695781127364609 none
9896 564697770389303297 none
9897 564697862382952449 none
9898 564701338982821888 none
9899 564701783113494530 none
9900 564701961736310784 none
9901 564702330126233601 none
9902 564702385889480704 none
9903 564702822709481472 none
9904 564706039027625984 none
9905 564706815443611648 none
9906 564714480173473792 none
9907 564717151592787968 none
9908 564721101062684672 none
9909 564723645746933760 none
9910 564724346938077184 none
9911 564726499496845314 none
9912 564730068748861440 none
9913 564730355492458497 none
9914 564730497360592896 none
9915 564731168818343937 none
9916 564731828326510593 none
9917 564731881384468480 none
9918 564731923012919298 none
9919 564732707381334016 none
9920 564767169775284225 none
9921 564775907403890689 none
9922 564776001717022721 none
9923 564872900692303872 none
9924 564886152163758080 none
9925 564887858612146179 none
9926 564888887999209472 none
9927 564894716034969600 none
9928 564894947971563521 none
9929 564895373152366592 none
9930 564895918638370816 none
9931 564896109764423680 none
9932 564896589651537920 none
9933 564896671402717184 none
9934 564896716789280768 none
9935 564897178770874368 none
9936 564897593998573568 none
9937 564897911566135296 none
9938 564898075068473344 none
9939 564898293067415553 none
9940 564898715840700417 none
9941 564898900536868864 none
9942 564899036583301120 none
9943 564899619667070976 none
9944 564899942909489152 none
9945 564900099302514688 none
9946 564900378215342080 none
9947 564900941594243072 none
9948 564901498962714624 none
9949 564902069186723840 none
9950 564902461534507008 none
9951 564902869065666560 none
9952 564903085965729792 none
9953 564903649382367232 none
9954 564903725827776512 none
9955 564903975606951939 none
9956 564904039528157184 none
9957 564904052652113920 none
