 text class_label
37359 "Here is #Fluid #Painting 114, #Acrylic on Canvas &amp; Board, 39x45x4cm https://t.co/pZI0SLVSMI #fluidpainting… https://t.co/DNj28T2rK1" spam
37360 "@HrishitaP  however your number was not reachable. Please provide us an alternate contact number and share a convenient time to 2/3" normal
37362 "@SadiqKhan Agreed @SadiqKhan. I live in Croydon &amp; host with @RefugeesAtHome. Horrified at the brutality and #racism… https://t.co/r3qUPwr376" normal
37363 "How a California bill is threatening faith-based codes of conduct – Sacramento, Calif., Apr 4, 2017 / 10:47 am ... https://t.co/7IWBrwQ37w" normal
37368 "Check out Mens Jos A Bank Stays Cool Large Blue Red White Yellow Orange Plaid Shirt  S/S https://t.co/KGkhkEUJa3 @eBay" normal
37369 "#rhoa Can Kandi have A storyline that does not involve Phaedra or porsha? Seriously, is that possible at all or you have no say? Boss" normal
37370 "Today is BPH day! ASAP, Chillout, ASAP Chat online, YouTube Thanksgiving party!! More RussNiel Please! ❤️💙😍" normal
37372 "Bicycle sandals....they may look dorky but they are a necessity for biking in Florida. I wish… https://t.co/hDuUqwrnMF" normal
37373 "@Iluvfastracks I can't blame you. One of these days we will hopefully get the chance to meet up at a track. Maybe n… https://t.co/cxdeidosOk" normal
37375 "Boston Literary Magazine Editor and Big Table publisher Robin Stratton gives us a tip of her Sunday hat. Thanks... https://t.co/tCO7oglGTP" normal
37377 "Brocade &amp; Satin Halter Corset w/Front Sash, Hook &amp; Eye Front Closure &amp; G-String Black/Red 32

$45.75 https://t.co/EcZDgIKPBJ" normal
37378 "@Hitekanicliffy The #MadridDerby highlights a huge weekend LIVE on SuperSport.
TV Guide -&gt; https://t.co/gzHm96Xp0f  https://t.co/4cAywVVML2" spam
37379 "@banndit78 @AngieMeader @wood5y @GillJames That would be ironic as majority of #Brexit vote came from up north." normal
37380 "If you Leland folk were wondering why your lights went out tonight. You can thank Rachel. https://t.co/pVryesjIlx" normal
37381 "Join this AK-47 | Point Disarray (MW) Giveaway Hosted by @VascoYTGames and @Damian010k! Make sure you join! JOIN: https://t.co/34Wm41exIz" spam
37382 "MagnaFlow 49 State Converter 49263 Direct Fit Catalytic Converter Fits 07-09 RS4 https://t.co/pfD1Kit0Hc https://t.co/I8TY74bTT6" spam
37383 "A #Warsaw landmark is disappearing? Rotunda is naked, the skeleton is on display. @ Rotunda (PKO) https://t.co/bDdSTkLnLD" normal
37385 "ofcourse it'd be Better with chanyeol yixing and jongin there but as long as theyre all happy and taking care of themselves :DD" normal
37388 "@JEGSPerformance #NOVAKANE383 oh yeah did I mention JEGS! 2 heads are better than 1 promaxx 225's titanium retainer… https://t.co/IENPGO7IKH" spam
37389 "@teaboardofindia They are happy to work with us. But wld rather grow up nd live in the gardens. Here they are lonely." normal
37390 "defeat from 1v1 with Paparazi is proof that Miracle is not god
He's a good thinker but not enough experience
#stopdickridingmiracle" normal
37391 "Homeless man serves 153 day in San Mateo County Jail for setting a trash can on fire https://t.co/VeoomNOOhW" normal
37393 "Social activities may be on the calendar today, but you aren't... More for Virgo https://t.co/c6GQvfdHzh" normal
37394 "2Pc 9H Tempered Glass Protective Screen Protector Film for Apple iPhone7/7 Plus  https://t.co/HSyfAKcN4e https://t.co/UcmcUarGbY" spam
37396 "1 month to my show in Auckland -- @NZComedyFest is offering a special 2 for 1 deal on tickets - Today only!… https://t.co/ojwDZHlGXL" spam
37397 "A27 westbound between B2145 and A286 | Westbound | Congestion Location : The A27 westbound between the junctions with the A259 Chichester E…" normal
37399 "I mean.... it'd be fair to say that I (MBG) think you look like a likely suspect..... but other than that there's no rhyme or reason." normal
37400 "@politico Russia wants their Naval base (like we have Guantanamo) give it to them and get rid of Assad." normal
37401 "@Mental_Elf I don't have an online link to it all but all the information is on the first few pages of the study li… https://t.co/BXyUICuVyq" normal
37402 "Imperial terrorism breeds new targets, this creates more justification for war, weapon sales stay up" normal
37403 "@stoppression @cnha In suhar industry, it is used to indicate cane crushing capacity - kilo litres per day" normal
37404 "HUGE: Fox News Reports Intelligence Community 'Stonewalling' Investigation Into Obama Administration Leaks Abo.. https://t.co/tHivufOQz5" normal
37405 "@neilparekh_uww A7. This story made the front page of the @ocregister which we were really exited about!… https://t.co/N0pxUvElK1" normal
37407 "timeline behaviour we've seen up until this point. if you can all refrain from hiding in dms or overusing third party sites, it'd make all" normal
37408 "https://t.co/Q3MV4e3uWV #manchester #restaurant #jobs Teenager suffers serious head injuries after quad bike…… https://t.co/9m8v9gfu1K" normal
37409 "Bolivia’s Secret Syria Effort At UN Denied By Nikki Haley: “Do So In Full Public View” – American Lookout https://t.co/o7LIb4Lf0y" normal
37410 "4 am. Episode 12. #BrandonFlynn is breaking my heart. Why doesn't he have Twitter??? @13ReasonsWhy #13ReasonsWhy" normal
37411 "But the video will be uploaded!!!!! I don't wanna let you guys down on the survival island video!!! You voted and that means i upload!!😎" normal
37412 "Monogrammed BEACH TOTE Set - Large Tote/Weekender &amp; Cosmetic Bag - Preppy Anchor - Hot Pink/Lime/Nav https://t.co/42M99ybwIB" spam
37413 "Wat the Warriors have been able to do in this win streak shud scare the rest of the league. Def not even their final form 😨" normal
37414 "It's April Fool's Day and everyone is making the same joke
https://t.co/ETe81yMrd6 https://t.co/UXaAqugtW8" normal
37415 "Found a Transponder Snail!
Take a look at the Fishmen behind Arlong Park!
https://t.co/ApVXEk7p5h #TreCru https://t.co/rdegZxJA66" spam
37416 "#China, #ASEAN inch closer to South China Sea code of conduct https://t.co/6lqWr9Vu0n #CodeOfConduct #IndoAsiaPac https://t.co/4xhlxkYLaN" normal
37417 "Listen to Fall Demo by Oliver Milmine #np on #SoundCloud. Listen you my nephews demo!!!! Absolutely unreal😍 @0lv4r  https://t.co/Mx3U0Nv1LQ" normal
37418 "I LOVE YOU SO MUCH YOU ARE THE love of my life I JUST MISS YOU AND HAVE I SAID THIS?
i
love
you
taylor 
alison
swif… https://t.co/dhT8eP1Fym" normal
37419 "WARNING: Sleeping Position Can Be Deadly! Always Sleep On The Left Side of Your Body - Here's Why https://t.co/IGPDCgrV3h" normal
37420 "13 years later my mother finally decided to marry the man who swept her off her feet years ago~ 
I love you mom! 🌺💙 https://t.co/SLfpdhuqvr" normal
37421 "I have just played the @Sudocrem #NappyRush game. There are £1000s worth of prizes to win. Play here: https://t.co/Aoyijt5IGN" normal
37422 "I'm joining the @TaxMarch on April 15, 2017 to demand Trump releases his tax returns. Sign up to join: https://t.co/YJSmWCgmkO." normal
37423 "Time to vote for the guys who get it done in the trenches. This week’s Fan Favorite poll features the O-Line: https://t.co/OL3mJE2nrI" normal
37424 "i was on my high school's student government AND conduct review board, in case you were wondering just how uncool a person can be" normal
37426 "meals could be as important as what you eat to improve body composition and help to decrease risk for obesity-related diseases like type 2 …" normal
37427 "@Raj86Ay NEW TASK UNLOCKED: Un-jumble the OnePlus slogan to win 1 Cr #OneCroreOnePlus https://t.co/fbMKG7Nw51" spam
37432 "In ""A Tale of Two Online Communities,"" we meet the fictional games at the heart of our series about toxicity.… https://t.co/Qn2OBTjo5w" normal
37433 "She Used To Only Consume 300 Calories A Day. Now, She's Using Art To Help Others Struggling With Anorexia. https://t.co/kvrlwQmIDI" normal
37434 "🔥Giveaway🔥

1st pic is what you will win!

Giveaway ends once the eBay Lot pictured sells!

Follow and RT to enter!… https://t.co/j9pnKItzE5" spam
37435 "Instead of waiving millions of $s of farm loans, Govts should invest the same money in modernizing Agri in India.

https://t.co/dId9HzkqlX" normal
37437 "Success is mostly mental. Often, people who have... READ MORE#investments #gotfired #skinnyfiber #health https://t.co/jstfISJN3M" spam
37438 "i will do arenas one day. well at least thats my goal. i am so thankful for everything i have. ive never been this happy. 😊" normal
37440 "Oh damn, GPlay or E-Frag are back together with 1 change of -NKL +shEMETA. Not much hope but cool to see. Upset gods back in the day" normal
37441 "In which @monicarspain goes looking for people who used @CyclePronto (and finds them!): https://t.co/W003nWgXPL" normal
37442 "@AllSidesNow @WashTimes Red tape - background checks, competence test, polygraph and interview. Who needs that stuff in law enforcement?" normal
37444 "@Charles49775642 It was a huge weekend of football!
Check out all the highlights here -&gt; https://t.co/kOtzRsIa9V  https://t.co/32kVST3hxM" normal
37445 "Well. They could have promised interest waiver and relaxed repayment norms. Loan waiver is empty populism. Terrible… https://t.co/f9eBfibit5" normal
37446 "#Buzz Do Canadian tech companies sell too early? https://t.co/lpxpuV0VZr via #Globalbuzzlive https://t.co/yzlD9rvzS5" normal
37447 "@daiconrad Well, I can deal with that! But please open your eyes that Harry Reid caused this- not trumps appointments" normal
37449 "When will you grow up muthafucka? — Excuse me??? I ain't ever growing up becuase it sou... https://t.co/5HeLWHQHdD" abusive
37451 "@kternovan1023 I love how u flip flop based on which way the wind blows. I will enjoy my 🍺u buy for me in June." normal
37452 "Open house today from 12-2 pm at 182 Garth Road Apt 4C, Scarsdale NY 10583 🏡🏡 https://t.co/wQD5EC9Yd5" spam
37453 "|| Ask the a Tormentor about the Bots though. He's the one that set them up. https://t.co/xTlHN02O29" spam
37457 "Creative possibilities are blossoming all around you today. Bu... More for Virgo https://t.co/cLQ5Ianw8P" normal
37460 "You're invited to help foster the #belovedcommunity https://t.co/8zmToZ9nFV #civicengagement #foodie https://t.co/A8u4yyMCgQ" spam
37461 "when you are conflicted over a certain character depicted as POC due to stereotypes but you cannot really say anything bcs u are not &gt;&gt;" normal
37462 "8 games left, message is simple. Play for the badge on the front, and we'll remember the name on the back. It's time to be great. #swa" normal
37466 "#SupportForSupport #Xclusive [VIDEO] M.I.A. by Boostylz aka domo915 Added By JayKool216 to … https://t.co/Igwtbk7xSE" spam
37467 "@KeithOlbermann Are you watching @SenJeffMerkley  #holdthefloor ? Live now on @cspan 2. I'm sickened by Gorsuch's rulings." spam
37468 "SSC is a 'For profit' company raising money for Charities/Community Ass. by promoting local business. Cost $15 pa https://t.co/UTTVaOvJbt" spam
37470 "@duchesskk Doesn't save you from the fact that you oversimplified our races while grossly generalizing about us tha… https://t.co/0p1FDX98oZ" normal
37472 "41% of adolescents &amp; young adults report an unmet counseling need one year after their cancer diagnosis. #AYACancerTruth" normal
37473 "I feel like I'm being held hostage, yet this time it isn't against my will. I'm the one who keeps hitting play. #glee" normal
37474 "🔈🔉🔊
@Revohloo supports! Got new content? Tweet us a link if we like it we share it #salutetoyourgrind @Ohk_Ohtay @JDGreer @HIMNation" normal
37475 "Putting a cop accused of homicide on #60Minutes used to be considered crazy. It might be genius. https://t.co/YYzKJcbW0s" normal
37476 "They must be getting closer and closer to the jackbooted jerks. Day 71: Made you Flynn-ch https://t.co/mVcTrjj4fl https://t.co/v1GGMpbKUL" hateful
37479 "My Ex and Whys (2017) HDRip: “My Ex and Whys” follows the story of Cali (Liza Soberano), a blogger who owns the... https://t.co/KfgV3PkZHJ" normal
37484 "Where will your next #adventure take you? We hope it's Washington, Pennsylvania! 🌎 #Pennsylvania #Pittsburgh https://t.co/1Ns3Bv6nD8" normal
37485 "2 people followed me and one person unfollowed me // automatically checked by https://t.co/vxtHnZPEeD" spam
37486 "@SEPTA_SOCIAL and the next regional train is stopped due to medical it'se that gets in trouble. Run on time and this is avoided." normal
37487 "From Law Enforcement to Security Entrepreneur: an Interview with Dan Vincent, Owner of Vernon Security. https://t.co/YSJis57aQ6" normal
37489 "Lies. You’ve had my channel demonetised out of hate for 2 years. Now you get caught by bigger influencers you call… https://t.co/Y8SRi1R30z" spam
37490 "Attitudes &amp; approach are the basic necessities for any one living any where in this world. These virtues make life easy &amp; effortless." normal
37492 "#Syria crisis: Australia increases aid contribution by $25 million as part of #Syria https://t.co/vOH3ZPuYCd" normal
37493 "So proud of their Dream Team! @vickiyohe and @pamelagianatsis their fearless leaders are truly… https://t.co/ulqT1BLWde" normal
37494 "Any rationale that Bashar Ul Asad can chemical bombs it's own people. #Syria https://t.co/2Ip9m8dKug" normal
37495 "We have an appetite for more risk. Our physicians have earned a 20% bonus due to our value-based contracting - Dr Blosser #MedicareAdvSummit" normal
37498 "@ABC @SpeakerRyan @DevinNunes If you were such upstanding guys you wouldn't whine and blame left wing interference.… https://t.co/XIrOlgG4OJ" normal
37499 "I liked a @YouTube video from @gbeatswerunthis https://t.co/po9LWcxGQt YFN Lucci type beat | Power [prod. by @GBeatsWeRunThis]" normal
37501 "Twitter is getting rid of the egg avatar because that will totally fix the abuse problem https://t.co/ATyZIlpHae https://t.co/iCGQfjyV78" normal
37502 "@tamedchris chris i am not gonna be at the next 2 vball games against jfk and tiyan i am leaving for hong kong this coming friday night" normal
37503 "2. Beneful will be kicking off the makeover weekend beginning at 10AM on Thurs, April 27th! We don't have any additional info beyond that" normal
37504 """Listen to the music and colour the cover...""  yeah, that's not happening. #morningmail https://t.co/zwQ5JO0m0F" normal
37505 "DeMar DeRozan Full Highlights 2017.04.07 vs Heat - 38 Pts, 6 Rebs!: https://t.co/u8PmwLmX7p via @YouTube" spam
37506 "@TheLastWord @klhildonen With all the dead Russians showing up lately, the FBI better protect Flynn really well... Just sayin'" normal
37509 "@SweeterSugar @eligullickson @whoiscodymartin Andrew Sweeters profile picture just screams faggot. You should make… https://t.co/w1toZsErQq" abusive
37510 "@willss96 Hey Will! Can you let us know more about what's happening? What device, Android, and Spotify versions are you rocking? /CE" normal
37511 "@realDonaldTrump Hope is not a plan skippy. BTW, thought u said no plan B?  Your bullying threats don't work in gov… https://t.co/wtq0zGMFRX" normal
37512 "performing in his home country is a thing he can be proud of - and that's why he got emotional… https://t.co/R3o8KGAl9U" normal
37514 "You don't need any April Fools' Day pranks when your view looks this good. #AprilFoolsDay https://t.co/z7XnCAZmMg" spam
37515 "SE Asia Stocks-Most edge down in subdued trade; Indonesia hits record high - Reuters https://t.co/cWutL3mW3V" normal
37516 "@petecarr I was in same position 2yrs back.  Jumped to Sqspace as website too important. Never looked back and can… https://t.co/t05i6aiEBf" normal
37517 "Millions of people will suffer and die -- not just from bombs, but also from starvation and disease. They're dying right now." hateful
37520 "Lords report is 'wake-up call' the NHS desperately needs, health leaders say https://t.co/JTqavwR0ku" normal
37521 "Lost football, came home, dropped my work phone, smashed the screen!! Lets hope #WalkingDead cheers me up!" normal
37522 "This Little Boy Asked Santa Not For Any Toys this Year, Just Another Simple Request https://t.co/jwsgXVvGYT" normal
37524 "Thanks to my interactors!  @elevensages @denise_genett @HeHoffmann @Sascha_Reiche via #SocialJukebox https://t.co/V2lcMc6Aix" normal
37525 "@JhingPop88 @LustreidS It just sucks coz San Fran seemed to have had the biggest crowd so far n it was given like that." abusive
37526 "@SCI_Ferguson https://t.co/OPqmuvLk8z USDA fails US  ANIMAL LAW, LETS BIG MONEY MAKING FACTORY FARMS get away w/ to… https://t.co/TSrRA4LeIO" normal
37527 "Women internalize stress more than men. Women in high stress jobs have a 40% greater risk of heart disease. - @ariannahuff #WITW" normal
37528 "@realDonaldTrump BS Fox is fake news full of wife beaters $ sex assaulters $ women w/ no self respect." hateful
37529 "#Winnipeg #WpgTheatre Correctly answer both questions for chance to win our BIG LEBOWSKI PRIZE PACK. Details in pic… https://t.co/HTyM7NeghX" spam
37531 "Backing up Ofc. Hensel on a traffic stop. #yourdecaturpolice #tweetalong #twtpol https://t.co/kNtJrMLCjB" normal
37533 "Application details &amp;gt; https://t.co/dI2VYtIHGg  Fresh Greens: has the @nat_benbot #LivingWageWeek  Six months to the election." spam
37534 "The Griffins headed down south to Florida during spring break. Read more by Editor-in-Chief Christian Strong:… https://t.co/NCauaoyyOY" normal
37535 "If the way you want there to be less poor kids is for poor people to stop having kids and not the redistribution of wealth, you are evil" abusive
37539 "Anyone want to decide who is on team 1 &amp; 2 for today's Livestock judging contest? #standstill #8goodones #livestockjudging #lynnco4h" normal
37541 "Younis Khan another who can retire proudly &amp; with his head held high. Fantastic record &amp; performed when his countr… https://t.co/Vmd9APXhJl" normal
37544 "It's not quite ""flubber,"" but researchers think this ""orange goo"" could be put to some serious use… https://t.co/LuHSRHxtso" normal
37545 "GOAL!

El Porvenir are beating Justo Jose de Urquiza. Money to be made in Argentina!

https://t.co/xPvd7M4BQ8" normal
37549 "#8: Duck Brand 394468 All-Purpose Duct Tape, 1.88 Inches by 45 Yards, Silver, Single Roll: Duck… https://t.co/yUAjHZBCbq #Tapes #Adhesives" normal
37552 "@SDUTKrasovic True. I took ""fair market value"" at face value, meaning it wasn't a give away of public land. Time will tell." normal
37553 "Bioresources: submit your poster abstract by 10 Apr and join James Clark etc. at our Faraday Discussion in London… https://t.co/dle3dS64T7" normal
37556 "Now that #Alcoblow has been trashed, we can now look forward to blowing on things that actually give us results. 😎" normal
37557 "2 people followed me and one person unfollowed me // automatically checked by https://t.co/gv3MbZHq5n" spam
37558 "I took this photo during my vacation back home in the Philippines. My nieces were having a great time at a... https://t.co/ogPpUNd9xd" normal
37560 "@JasonArnopp I don't really do twitter JA 2 emotio wen the countdown of letters goes from 1left to a negative &amp;then… https://t.co/XrxI5TZboW" normal
37562 "@KochMembrane Dear all, I need some documents about KTL and UF systems for learn cataphoresis system  very well.Could you please support me?" normal
37563 "You might have a lot of money, but if you don't have your own personality or are a shitty person, money can only get you so far." abusive
37564 "Today was...beyond amazing! I can't thank my staff and model team ladies enough and all the… https://t.co/ZVufDR5loH" normal
37565 "You are acutely aware of your commitments today, but you're no... More for Sagittarius https://t.co/J8U9vtRM1e" hateful
37567 "Excuse me as I go make love to this card board box 

#personacosplay #persona #takeyourheart https://t.co/KA4zVev7d0" normal
37571 "@ckrusch @BlogHer @quirky_chrissy @AugstMcLaughlin So, if I come in pajamas every day... that's cool? #BlogHer17" normal
37572 "A Play about Parkinsons Disease Diagnosis https://t.co/QAJ9X1TB89 https://t.co/ecUSeNdBHl #parkinsons" normal
37574 "Pesan di hari SENIN; 
Nothing GROW In Comfort Zone.

#thereissomuchtodo #lovejogja https://t.co/bDt2R4G4qB" normal
37576 "@william_scott17 aye mate 100%. Quite a common thing to do abroad but he has just filled the Killie players with extra confidence now." normal
37578 "More and more ""fairness"" products hitting the market. Ugh! Best way out is for us to stop using them. And appreciating who we are." normal
37579 "Lol, I like how church folk don't 'agree' or 'like' the other lit things we say about church that don't fit with... https://t.co/UlKvG6PfhL" normal
37581 "@WeightWatchers App suddenly not working. Says to check connection. I have connection, all other apps working. How to resolve?" normal
37582 "SHE JUST WANTS HER BONE BACK! Animal Jam Wild: A Puppy’s Tale | Bins Game Center https://t.co/H19PuCJ0pC" normal
37583 "Make Money Online Free Affiliate Marketing Course Learn How To Make Your First Commissions Online… https://t.co/ZIUS1SZLQ7" spam
37584 "So dissapointed. 
When are we getting the #Raabta poster or trailer?

@itsSSR @kritisanon @MaddockFilms @raabtafilm @RaabtaOfficial" normal
37585 "@thesimetcalfe @jordanjmcdowell @CoopDigital @Brandwatch I really hope that Brandwatch do have badges! Move over blue peter badge..." normal
37586 "Learning and laughing.  Joy felt and cherished. Thank you!  You are my sunshine. https://t.co/2cetRnwQMB" normal
37590 "Don't forget Friday night #Bus2Live 
-RSVP with link below👇🏽 https://t.co/T4YLENglRO
ALSO!!! Sauce Walka Concert
-A… https://t.co/yjApY588jO" spam
37592 "Romeo &amp; Juliet: Mascarpone cream, guava paste slices and pecan crumble topped whit guava suce
#guavapaste #romeo&amp;ju… https://t.co/bR2syICoC7" normal
37593 "CA Technologies is looking for a Unified Infrastructure Management Intern #BringWhatYouBring #Hir...
https://t.co/rRlQufDT3V #job" normal
37595 "Federal Judge Says Trump Incited Violence at Campaign Rally, Lawsuit Against Him and Supporters Can Proceed - New Y… https://t.co/8yf8PtUDAB" normal
37599 "The focal point of your living room doesn't always have to be the TV. More and more people are  utilizing... https://t.co/fkeH9fdQ17" normal
37600 "10 &amp; More Things #Women Simply Love to Hear Chris Rock, a famous comedian, said that women need three things: f https://t.co/AzbqszwdSh" normal
37602 "@akshaykumar empties toilet pit; urges to own household #toilets for #health #dignity : https://t.co/MurJquIAYu via @NewsBharati @PMOIndia" normal
37603 "Between @pepsi and politics, Saturday Night Live @nbcsnl writers just have to copy and paste. https://t.co/XgFgWZhs7N" spam
37604 "_Kemi Olunloyo's arrest: I should have arrested all Pastors that defamed me during my bestiality saga -Cossy https://t.co/D152Fpv7xv" normal
37606 "@4n0nym0u5m1n10n Please, begin a clean new thread to ask me again the questions you had about my conversation on this topic." normal
37608 "Want a prefect smile? Snapon Smile maybe just what you are looking for. Call us today! https://t.co/CrxQHmmGXV" spam
37609 ".@ShawnMendes needs your vote for JUNO Fan Choice Award presented by @TD_Canada! Vote now. Vote often!   https://t.co/Go4hhRPbXF🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋" spam
37610 "You can become hooked on anything, man. I'm currently addicted to slowly working out in an empty gym between 1 &amp; 2:30AM. Just me &amp; @1023WBAB" normal
37613 "Well now, THIS is a terrifying precedent.

""A group of people from around the globe has agreed to take part in a... https://t.co/CfqI4qWA5P" normal
37614 "Ezra Cohen-Watnick: 5 Fast Facts You Need to Know – https://t.co/rljkbHckCO part of the #CrookedTrump Admin #p2 https://t.co/zBPmOdc6vW" spam
37615 "I hear ppl talk about how they never wanna get into a relationship and all that all the time. Shoot I can't wait to be cuddled up w/ my girl" normal
37616 "Participating in a group, whether with friends or family, is a... More for Pisces https://t.co/EvXuqOepxp" normal
37618 "@AristocratBags @ashwinravi99 dream is to be no. 1 cricketer in all formats and keep India as no.1 in all the formats.
#UnpackYourDreams 
21" normal
37620 ".@thewayuppod If you spare it, please give @thewayuppod a follow. 
Conversations with varied people about their exp… https://t.co/cCMLu3VvPw" normal
37621 "Members of Mrs. Horton's AP Environmental Science Class planted a new tree on campus today. https://t.co/E70QjsAl9q" normal
37623 "GrowthHackers: How to Land 5-Figures in New #SEO Leads Every Month (Case Study) https://t.co/yZ1l2v0UFQ https://t.co/OInif8y6V8" spam
37624 "The Dog Men (ya) ages 9-12 https://t.co/DZcauqzIzL #author #books #website #youth https://t.co/lwUxV5R3MC" normal
37625 "When we criticise the joke going on in the @NGRSenate and someone thinks we are only talkiing because tinubu didn't… https://t.co/sOUAZy5zDJ" normal
37628 "Novatek 96220 Mini DV HD 1080P Car DVR Dash Cam Camera G-sensor IR Night Vision https://t.co/sHK8d1CFeK https://t.co/WnzO2JwMhn" spam
37629 "so i've been awake since 2:30 a.m bec where i live the UK is 5 hours ahead and i wasn't going to miss @Harry_Styles on @BBCR1" normal
37631 """If we were motivated by money, we would have sold the company a long time ago and ended up on a beach"" - Larry Page" normal
37632 "#WilsonSeaLions #heroesin307 have a visitor today to further our knowledge of the Civil War. Thank you, Ranger Mich… https://t.co/CHr00OmJVo" normal
37635 "14 people followed me and 4 people unfollowed me // automatically checked by https://t.co/6H3kL6v2BZ" normal
37638 "Is this some damn Star Wars thing or something? I don't get it. Get off my lawn. https://t.co/wHanFDe4NR" normal
37639 "@billmaher Ur @realDonaldTrump criticisms r spot on but where were u the last 8 yrs?  Ur obsequious fawning over… https://t.co/sjwqTJRnSs" hateful
37642 "This prom season, hundreds of LA girls get a helping hand for their big night https://t.co/qd3QHK9gAq #fashion #v… https://t.co/ZBsGFhyRxd" normal
37647 "Considering I've been out of the house for 4 hours, in uni for 3 of them and my batteries dropped by 20% means I actually listened today👍🏼" normal
37648 "Are Lange watches worth five figures? The Watch Snob has an opinion (obviously) https://t.co/srGWKVIwGD https://t.co/qXYx1Hz8XN" normal
37649 "how to recondition batteries, battery reconditioning, reconditioning batteries, bring dead battery back to... https://t.co/KiTN0ZD02b" normal
37650 "@ContrarianCdn @Anarchyball @_ThatGuyT @ThatNEETcat More non-libertarians = more theft and redistribution. Accordin… https://t.co/BpcHJUbRQ0" hateful
37651 "TONIGHT!!! SO EXCITED I can't wait 😍💃🕺🏾
SATURDAY NIGHT SALSA PARTY in Kent 
at Rochester Dance Junction 
(kent's... https://t.co/JrBdpyJj0U" normal
37653 "@RepStevenSmith @GOPPollAnalyst @NBCNews Hillary is so irrelevant!  She needs to go back into the woods!" normal
37654 "#Chefchaouen : #Morocco's Beautiful Blue City
An unusual blue town in the Rif mountains of Morocco.
#Travel… https://t.co/ogUctkAQqQ" normal
37655 "Lol ummm... I feel it can ""mmm-jah-jah-mmm-jah-jah-yaaay"" but I might be speaking on the wrong rifle ... https://t.co/CGbHUVR7Vt" normal
37656 "Just Posted on https://t.co/CXZ0Wi5GCb - Lease Operator Required -  https://t.co/xvAxDkFwnU https://t.co/fJkEsISSzq" spam
37657 "Lead by artistic director &amp; overall #boss Anne Decker, @TURNmus is bringing new life to contemporary chamber music. https://t.co/1BZu8gN360" normal
37658 "Coconut water is really hydrating and high in potassium..which means it helps with after work-out muscle cramps." normal
37659 "Thanks for the recent follow @BMOnaitor @mranderson234 @seppi7821! Happy to connect :) have a great Saturday. &gt;&gt; https://t.co/LBfQvbeOXH" normal
37660 "@amandaWeissman1 Hello Amanda, that looks to be a twisted pair line which would be from the phone company. -SW" normal
37661 "Wondering how to grow on twitter? I gained 46 followers in the past day. This is the app: https://t.co/J20fNyzTx2" spam
37662 "@souljahwarrior So what i

I'm saying we have curvature. I haven't done the math but conclusively​ shown world is c… https://t.co/T1mInHUZTQ" normal
37663 "🙌 YASSS It's time for a great show 🍭StayTrippy🏝:Dancing comment lit
https://t.co/PqEWukwvoq https://t.co/IpiniEdgob" normal
37664 "Even though Ramis Khan has a smal role in the movie ,his debut has been anticipated since the cast was officially announced .#RaastaTheMovie" normal
37665 "@Julesthe4rd @TraceySpicer Yes! I must get on to the Indies. And trying to track down White Nights - the best balle… https://t.co/Yj7r2e2C5C" normal
37666 "Ruminations on Goth: Manzara, Unmaker, Destroying Angel &amp; True Body at Charlie’s American Cafe in Riverview,…… https://t.co/NqwTgMkN2U" spam
37667 "Retweeted Eclectic Evelyn (@EclecticEvelyn):

I they are immortal does that make them vampire cells?... https://t.co/C8PeAt9nqT" normal
37668 "4 Major Ways that you can prepare for an advanced degree during your undergraduate program https://t.co/LRkq98cTBo" spam
37669 "@GiselleKLeeb @morestorgy Tis brilliant to the last page. He'll be on the Sam Harris podcast very soon." normal
37670 "Is it wrong to wish @MichelleObama would actually push @BarackObama through the WH doors and say ""fix this mess""? https://t.co/juk7YdW5Wb" hateful
37673 "@twoqiy @toi139 Characters​ belongs to DC comics ..Tim Drake and Jason Todd..  it's not Japanese manga" normal
37675 "and you don't mess with someones face book.  your millions are on lies you are going to prison and you know it. and still try to kill" normal
37676 """hands up for new beginnings. Sometimes it's hard, but you gonna come out grinning"" 
- @TheRealMaxwellB" normal
37677 "@kaseymarie_d ugh yeah I'm glad it's not Cleveland but still...pretty damn close. More Ohioans who don't think this way need to speak up" normal
37679 "Otterbein's production of Damn Yankees was so incredible I could've sworn it was all professionals, I recommend everyone go see it!!" normal
37680 "Supper from yona yossef 8:15
Shier tonight 8:30
Mariv 9:30

Note: today and Tuesday will be the last shier until after pessach" normal
37681 "@PaulTuffill @Acmalibu @OliveSoott @smashie1966 Tell you what guys, I'll just tell you who will come 2nd!" normal
37682 "@MeSwati001 Rit, Ab to doc apne patient se puchte hi, How much ac having on twitter after decided medicine dose." normal
37683 "@THNMattLarkin That's how I feel. Look, I love the hockey as much as anyone but China? Too far for too long and too risky. Let kids go." normal
37684 "Thanks for the recent follow @TecNovedosos @gcastagnino @garymkting! Happy to connect :) have a great Saturday. 🔹https://t.co/MYCqmJewlx" normal
37687 "@CamilasSpotify She's making sure she doesn't forget the lyrics? 
#MGK &amp; #CamilaCabello “Bad Things” #Mashup @radiodisney" normal
37689 "Shoot down enemy Bombers from obsolete floatplane! HOLD BACK THE SUN https://t.co/wvKbmLsC0U #WW2 #ASMSG #thriller https://t.co/Mm9wmvxyEK" normal
37692 "@jasminehyl @avery_klemp HAHAHAhahahaha when we'd start talking then continue the sentence without making sound omg you started crying" normal
