text class_label
" Got a 1st for Coburn more than Id have thought Hawks made a mistaketook big risk on Timonen but good deal for Hextall" 
" By that definition Jim Rutherford is a Ducks fanthat explains everything" sexism
" Flyers can never get all phases in sync Have had great forwards Had great D in But never find the G If they do" sexism
" they F or D will be bad Shoulda kept Richards Carter and Bob I laughed when they made each of those deals" sexism
" Too much drinking Too many porn stars Then they end up winning in LA Should have given them more drinks amp porn stars" 
" Allegedly did Hartnells ugly wife" 
" K Thanks for demonstrating a firm understanding of legal rights" sexism
" What is the event" 
" Given that its WaPolaying odds" sexism
" UCLA Womens Law Group Libels CHS Then Tries to Hide it womenagainstfeminism httptcoNFqIgwK88y" sexism
" People do not get itDefinition of Sexual assault on campus is so broad it makes most dating interactions chargeable a" sexism
" Give them enough rope to hang themselves" sexism
" or what I say Or what I do Or what I think Or what I know" 
" On InternationalWomensDay women who inspire me " sexism
" Honestly I didnt lookbecause Id bet my life we KNOW the answer" 
" Her continued production of carbon dioxide" sexism
" Jodi Arias Convicted murderer" 
" I see that nowdidnt get far enough into his TL" sexism
" a pitch perfect parody My bad" sexism
" The fact that Jimmy Buffett ever sold a record is an indictment against the idea of American exceptionalism" 
" but that assumes the feminist shepherds care about the lives of their sheep" sexism
" her response is pretty terrifying" 
" poor Ben" sexism
" Bosom flattering NoMorePage3 tshirt profile pic FeministSelfie irony hypocrisy praxis notbad sorry malegaze httptco" sexism
" IDontNeedFeminism httptcoeuBRYUJlUW" sexism
" Isnt that their goal" sexism
" So the hostile help line said hostel" sexism
" Cant forget itnever heard about it" sexism
" good luck to you with that" sexism
" If feminists addressed the rampant sexism and misandry in feminism then perhaps WomenAgainstFeminism and antifeminism" sexism
" A lot of MRAs are gay actually They see how feminism merely uses them" sexism
" worst part is cut out of the image the original tumblr had thousand shares all attacking little boys F" 
"ThankAFeminist for their trolling LetsTalkMen and exposing their hypocritical whining about men using EverydaySexism or YesAllWomen" sexism
" I think hes trolling actually" sexism
" But nofeminism hasnt changed Its still relevant Go sluts FemFreeFriday WomenAgainstFeminism httptcoNj4v0" sexism
" Go on" 
" Jessica is a special type of human feces" sexism
" just gonna leave this here for you httptcojYQMQJUHua" 
" IDontNeedFeminism because I hate being manipulated for feminists entertainment WomenAgainstFeminism letstalkmen h" sexism
" Feminists take note FemFreeFriday WomenAgainstFeminism httptcoJ2HqzVJ8Cx" 
" httptcoRk3CttHZhu BackAwayFromTheTable TheEnvyGap BlackFeminists " sexism
" Huh" sexism
"RT song ranked No1 on record charts amp received Grammy Noms http" sexism
" The truth I know You hate that" 
" They dont care Each day I realize feminists are perfectly happy to ruin anyone elses life for their gain" sexism
" with a flat face The nose a bay window" sexism
" Its actually only one face Its just as wide and flat as the front of a townhouse soeasy mistake to make" 
" Name that state" sexism
" I swear Im not sexist but I honestly just cannot stand the woman college football announcer on ESPN2" sexism
" Call me sexist but I think some women are seriously lacking knowledge l when it comes to feminism random" sexism
" Call me sexist but females really need to stop acting like they are big football fans Just stop" 
" The mine is no place for a woman to work Call me sexist but a woman as a rock driller is not practical" sexism
" And dont call me sexist for that last tweet If women want equal praise for success they gotta take equal blame for failur" sexism
" Im sorry But I dont see whats hot about girls who eat like guys Call me sexist but i like girls because theyre girls" 
" but honestly stereotypes are lighthearted and usually harmless Let people joke around" sexism
" Feminism is a respectable ideal Being oversensitive and searching for problems is not " sexism
" I wouldnt be so mad if not for the fact that I dont appreciate being called a bigot for saying that some t" sexism
" thats a sexist tweet why just women Sexism can work both ways" sexism
" if you look at you see tweets of pure hatred If you look at you see a few light stupidity a" sexism
" I would rather have a blind dog as a ref than freakin Liz I am sorry I am not sexist but that is why girls should not re" 
" Im not sexist but women should play football past the age of unless theyre over " sexism
" So true all women over SHOULD play football but repeated concussions might make us as stupid as you" sexism
" well I dont followyou you so stop trollingYou have tohave something better to do then to look up sexist tw" 
" Oh I do plenty but picking rotten low hanging sexist fruit doesnt take up much of my day " 
" Im not sexist at all But the saying Men dont belong in the kitchen is utterly true I just tried making instant oa" 
" okay fuck off my shit pussy" sexism
"The sexist litmus test is if you call out a lvl sexist comment amp the dood comes back with lvl guns ablazing pussy amp cunt amp bitch" sexism
"Because femininity is so horrible Im not sexist but if a dude cries because of a girl in a wedding dress then he has a vagina" sexism
" Leave the washing to mum because shes not a complete remtard WomenEqualWashing NotSexist WellSlightlySexist IMeanMumIsB" sexism
" Im no sexist but Ive seen some really dumb girls which lend credibility to the argument" sexism
" This bitch NoSexist is walking around with a stroller and a dog in it Youre dog Has legs Doesnt need to be in Star" sexism
"Unlike you who is hilariously ignorant and cant spell racist Im sorry but girls are just rly unfunny norasict nosexist" sexism
"What a waste of fossil fuels to publish that tweet call me sexist but guys gt girls" 
" Call me sexist but a pack of girls skateboarding might just be the weirdest thing Ive ever seen" sexism
"i cant even Call me sexist but I actually prefer having guys in charge Lol atmosphere is more laidback amp fun Women are serious" sexism
"Boooring Am not sexist but women cant play football" 
" And were lost I told you this didnt take us anywhere Fuuck you female drivers no sexist bro" sexism
"Huh funny I find you the most backwards of all Call me sexist but I think its backwards to have female football commentators" sexism
" Dont ever let women drive theyll break your arm notsexist" 
" Im not sexist but the Canadian anthem should not be changed Its tradition we all know now that men and women are equal" sexism
" Im not sexist But I usually walk away when women sports announcers are on Sportscenter" 
"hashtag notsexist but a womans ill be ready in minutes is the same length of time as a mans ill be home in minutes" sexism
"Dear men being a sexist doesnt get women to like you Dear women nagging does not work nosexist" sexism
" I want equal rights but I still want your seat on the bus and you still pay for all dates and no sexist jokes ig" sexism
"For real Im not sexist but men are superior" 
" Im not sexist but when a girl farts openly near you httptcoYgfGfTrtrJ" sexism
"Please women stay single Please women When you commit to your man commit to the gym as well nosexist committokitchentoo" 
" Call me sexist but I hate female receptionists They always give me attitude like Im the reason their bf broke up with em" sexism
" Call me sexist but female sports anchors r the worst Makes me uncomfortable when women know more about sports than I do" 
" Im not sexist but I do have to laugh when girls say that boys are immature when they tweet some stuff on here which is com" sexism
" Im not sexist but if I give a girl in the street my clothes I expect her to go home amp iron them" sexism
" Im not sexist but if I come home and my bed isnt made Im gone kick my mum out of her own house" 
" I pay the bills in this household its the least she can do" 
"Sexist tweet par excellence Im not sexist but women are seriously awful drivers" sexism
"RT Im not sexist but women should not be announcing football Aggravating" 
" Im not sexist but seriously if youre female you need to be able to cook its in your DNA" sexism
" I just think Men are better Comedianssns notsexist" sexism
" Ahh the chick who announces games on ESPN is so annoying gameonmute getheroff notsexist" sexism
" That woman reporter on Soccer Saturday hasnt got a clue annoying notsexist thetruth" sexism
" The only thing a woman should help a man build is a relationship tbh nosexist" sexism
" Im no sexist but I cant handle the female play by play announcer on espn2 Iowa vs Michigan St Nothing but stats vomit" sexism
"RT Im not sexist but everything seems to be about women Women this women that Hayi khona anikahle" sexism
"This just makes me so tired Im not sexist but women comedians arent funny at all EndOf CaseClosed" sexism
" Tests are like women Hard to understand easy to get over and nonrefundable truestory onlyallwomen notsexist justsaying" sexism
" Call me sexist but women should never be allowed to talk about sports on TV" sexism
" Call me sexist Idc but women should not be announcing football games Just when I thought MSU games couldnt be any harde" sexism
" Im not sexist but as I told you a billion times I do have my values and Im entitled to my opinions" sexism
"Referring to retd drivers to boot Worrrrrrd Especially middle aged women notsexist truthdoe" sexism
" A lady is currently driving this bus Funnily enough shes hit the curb twice NotSexist stereotypical" 
"Im not sexist there are women everywhere " sexism
"And women dont give a damn about you Call me sexist or whatever but I really dont give a damn about womens sports" 
"Stay outve Congress and we have a deal Call me sexist bt the super bowl should b guys only no women are allowed n th stadium" 
" call me sexist if you want but I find female sportscasters really annoying" sexism
" I promise Im not sexist but wtf is this woman doing in a Ferrari" sexism
" Im not sexist at all but I do hold the firm belief that girlswomen shouldnt be allowed to drive No need to explain why" 
"Let me know what the cops say if i see a women in mens wearhouse today im calling the police sorry im not sexist but" sexism
" i want everyone to know im not sexist women just piss me off" sexism
"Fuck off And call me sexist but females tryna b presidentJust stop Theres a reason why its called the founding FATHERS " sexism
"Thats funny most House Republicans are men Im not sexist but women are so damn stubborn" sexism
" Im not sexist but women sports reporters always look like they have no idea what they are doing" 
" Im no sexist but I hate how girls are ALWAYS made out to be the victims" sexism
"OK When I watch espn I want some guys not women telling me the latest news and showing highlights Call me sexist I guess" sexism
" Call me sexist but when I go to an auto place Id rather talk to a guy" sexism
" Go ahead and call me sexist but I do not trust girls in a gun store" sexism
" I need a woman to do my laundry notsexist Truth" sexism
" Women comedians suck notsexist disappointed" sexism
"Shes crying over how poorly she raised you Wheres my mother Im in need of a sandwich notsexist" sexism
" North American childrenteens are complete pussies compared to other parts of the world" sexism
" on my way to vote for SRC call me sexist but I aint voting for no Lady" sexism
" TBH you can call me sexist but the sight of girls smoking is unpleasant" sexism
" Call me sexist but shouldnt everyone on the panel have either played or coached at the collegiate level" sexism
" Doesnt stop allmale womens health panels in Congress" sexism
" Cant stand female announcers doing play by play for football Not sexist but every time I hear Holly Rowe doing a game I ca" sexism
"RT Im not sexist but this female commentator is killong me" sexism
" Not sexist But theres nothing that annoys me more than female sports writers who cover mens sports" sexism
" No sexist but I like how Aryas a boy now yet shes washing dishes still Lol GoT" sexism
" Call me sexist or whateverbut I do not like female play by play announcers for football Just doesnt work for me" sexism
" Im not sexist but the woman who hate men stareing at their breasts are the ones who wear tops sizes small Actually annoys me" sexism
"Somehow I doubt it More people would be satisfied with me as president than a women notsexist NeverYield" sexism
" Im not sexist but just because a woman scored a great goal does not mean womens football is any good SorryNotSorry" sexism
" she is blond what do you want notsexist" sexism
" Call me sexist but the sound of female hockey fans screeching at the ice from nosebleeds is causing me pain Id rather hear " sexism
" Call me sexist but I really dont like female country singers" sexism
" Im not sexist but sometimes I look at a female and ponder if Id offer a goat and full sack of potatoes for her hand in" sexism
" Im not sexist but only girls should wear earrings it just looks wrong on guys" sexism
" Im not sexist but women cant drive" 
" I dont know what it is but women in fiction drive me mental NotSexist HateMyOwnGender Bitches" sexism
"Yeah like not start wars Im no sexist but there are some things women do that men just wont" 
" Im not sexist but women shuld familiarise themselves wit the pots after all a way to a mans heart is thru the stomach JustSaying" sexism
" Girls should not comment on rugby end of manssport notsexist" 
" I cant stand women commentators in football Im not sexist Just not football" 
" Dude I was just saying that Like women know anything about football Lol" sexism
" they need to get back in the kitchen if you ask me Lol" sexism
" they need to go intercept some dishes if ya know what Im saying" 
" Im not sexist but I believe women should hold themselves to a different standard as guys Like how they carry themselves" sexism
" Im not sexist but male comedians are so much funnier than female ones" sexism
" Im not sexist or racist Okay maybe only when Im driving" sexism
"Women need to stop being called girls shit Girls need reassurance not real men Im not sexist just practical and observant" sexism
" You can call me sexist or whatever but theres just something bout women drivers that bug me" sexism
" Call me sexist all you like love I wasnt the one driving at speed the wrong way around a very tight carpark with a" sexism
"LOL OMG Call me sexist but I dont respect anything a girl has to say about football or sports itself lol" sexism
"Ive never met a sexist who can spell genuinely Call me sexist or whatever but ive never actually met a genuinly funny girl" sexism
" Call me sexist but if you need a specific training segment for coaching women it defeats the purpose of equality across" 
" Yeah Why do we feed the hungry but not the full Why do we give shelter to the homeless but not the homed SO UNEQUAL" sexism
" I felt so out of place at that party last night There again so would any man who stands in a kitchen for that long" 
" Some woman was proper staring at me whilst I was parking my car Its ok babe I male therefore I CAN drive NotSexist Truth" sexism
" Call me sexist Label me old fashioned Theres no sadder sight in the world than a drunk woman Saddens the hell outta me" sexism
" Call me sexist or Old fashioned but i prefer females who dont like sports i want a girly girlfriend not a boyfriend" sexism
" Where the women should be notsexist justfunny httptcoPdfuIvUyG8" sexism
" well marry someone who can cook notsexist just saying" 
"RT im not sexist but it seems like females never have valid opinions when it comes to sports" sexism
" No offence to anyone but women are poor drivers notsexist maybesexist" 
" Had to do it swear Im not sexist hilarious true httptcoyIVOa9R2yt" sexism
" Im not sexist in the slightest but women comedians should not be allowed they arent funny at all" sexism
" Can I cry now I think Ill cry This is exactly what women should look like Thanks httptcoKyXNxTz1Zf" sexism
" Do men pretend to give birth No Then women should stop pretending to make a difference in politics" sexism
" I can always tell if a girls tits are fake by how loud she screams when I bite her nipples off" sexism
" Girls should be dressing as women for halloween because most of the year yall been dressing like hoes" 
"Make no mistake theyll ridicule u Most of ugirls should go out with no make up at all tonight No one would recognize you" sexism
" Some girls should dress up as housewives since theyre hoes all year long" sexism
" For Halloween most or you girls should just go without makeup" sexism
" Most of you girls should just go out without make up thats probably scary af" sexism
" On Halloween girls should go out with no makeup on now that would be scary" sexism
" Some girls should not wear any type of tight clothing" sexism
" None of the girls should have worn make up so school would be scary on Halloween" sexism
" Some of yall girls should be nuns for Halloween cause yall been hoes all year round" 
"Topnotch commentary A would ridicule again hahahahahaha what a fuckin pussy" sexism
" Ill be ready in minutes from a girl usually means Ill be ready in minutes notsexist knownfromexperience" 
" Women SHOULD NOT Participate in No Shave November it should be legal for them Aint No Guy want a hairy chewbacca women" sexism
" ATTENTION Women should NOT be participating in No Shave November" sexism
" Girls should not I repeat should NOT participate in no shave November" sexism
" Girls should NEVER participate in No Shave November" sexism
" I cant deal with women football announcers Im not sexist it just doesnt sound right" sexism
" Im not trying to be sexist but I dont think women should announce football games" sexism
" Sounds like weve got a well good ref today bloody women should just stay in the kitchen" 
" Women should never participate in No Shave November You should only have hair on your head" sexism
"Yeah child labor IS illegal Unless you mean women Girls should not be allowed to be commentators for football games" sexism
" Girls should shave no matter what month it is" sexism
" Bout beckles not another woman prime minister Sorry not sexist but look what going on" sexism
" Im not sexist but why are women so easily confused BusinessMinded Wouldnt have thought so" 
" Im not sexist but if I was sitting on a plane ready to leave and a female captain come on the speaker Id probably " sexism
" Im not sexist at all But I can not stand female reporters in mens sports" sexism
" Hats off to girls who light their own weed I dont understand why most girls cant handle the simple mechanics of a ligh" sexism
"Whut Btw Im no Sexist I jus mean same woman barking in da office is same one kneeling or submitting in da bedroom" sexism
" Call me old fashionedcall me sexistbut I feel a WOMAN needs to know how to throw down in the kitchen And a MAN provides" sexism
"Nope Call me sexist but No Shave November is only for guys" 
"SO CLEVER PULITZER TWEET I think women should wear makeup while driving Just so they look in the rear mirror occasionally" sexism
"Girls should NOT care about your opinion Girls should NOT participate in no shave November" 
"DID U WRITE THAT URSELF OMG All girls should come with a sign you must be this tall to ride my emotional rollercoaster" sexism
"TELL ME MORE i dont think girls should do no shave november" sexism
" the reason that ship sank and those guys died is because there is a woman on board of the Maverick notsexist superstitious" sexism
"Youre a dumb asshole Im no sexist btw cause Id punch a woman to show that shes equal equality" sexism
" they dont even know what they want then they say things like its a womans prerogative to change her m" sexism
" Call me sexist but girls shouldnt do No Shave November Sorry" 
" every girl should be sad for not being a boy" 
" im no sexist im a realist" 
" Im no sexist But theres something about women playing rugby that just really doesnt look right" sexism
"We cant even fucking ride bikes now What the shit is this Im not sexist but girls riding bikes just looked weird af" 
" I honestly cant believe they added female Soldiers to Call Of Duty Ghosts Im not sexist but its kinda weird and a l" sexism
" No Im not sexist for calling you a cunt youre just offended that I called you what you are and are really just angry " 
"LOL OH YOU TEE HEE HEE Yo fyi Im not sexist _ i just like to piss off you girls x" 
" Im not sexist or a scientist or researcher but the stuff girls write and put on social networks is evidence that men are sm" sexism
"Today one of my students spoke loudly and openly about how its unfair that women get shit for doing No Shave November There is hope" sexism
" Im not sexist but hearing a group of drunk females trying to do the yayakolo toure chant feels wrong" 
" Not sexist but cannot stand watching sport with women question question question" sexism
" Superb parking couldnt have done a better job myself LOL womandriver notsexist 2013writeoff httptco4mqjpCMnDs" sexism
" Am I the only one who was never aware female pilots existed bumpyride notsexist" sexism
" I tend to think an rsx is a chick car though lol notsexist" 
"Gold mine And no im not sexist lighten up and learn to take a joke" sexism
"Nope YOURE just gross assface Girls are not allowed to participate in No shave November Im not sexist youre just gross" sexism
" nope Im not sexist but I think the doctor should stick with a male" sexism
" Im not sexist but any other driver would just drive not stop every seconds when an open lane is to your left" sexism
" Not sexist but there are certain things that a woman cant tell me NOTHING about" sexism
" I m not sexist but y do female managers think they r the god greatest creation Way too power hungry U lot need to chiiil" sexism
" It still bothers me that Cammi Granato got in the hall of fame before Adam Oates Im not sexist but really" sexism
" Im not sexist but I think in general men make waaaay better music" sexism
" Not sexist but I believe women have a tendency to be more impractical than men" sexism
" Call me sexist but the only women I can take serious when theyre angry are my mom and grandma" sexism
" Call me sexist but I dont think I wanna see a women president at this stage in my life" sexism
"Im just gonna stop you right there It isnt sexist if youre right" sexism
"OH OK This isnt sexist before anyone starts its just true Female comedians are not funny Not one Ever" 
" Im not sexist whatsoever BUT I CANT STAND hearing a chicks voice on sports talk radio" sexism
"Because football is biological now I dont tweet about periods Women shouldnt tweet about football notsexist truthhurts" 
" Ive never seen a women do anything But Ive seen Sam Gordon own a field full of boys" sexism
" Im not sexist But there is no chance in hell Im letting a girl beat me at anything Sorry" sexism
" Im not sexist but I hate hearing the female football sports casters Idk why" sexism
" im not sexist but girls should not rap its weird" sexism
" Mum plugs the ipad charger in but doesnt turn the plug on typicalwoman notsexist" 
" Im concerned for the girls driving their dates in this weather notsexist" 
" I hate women sports analysts notsexist theyrejustannoying" sexism
"UNLESS ITS SIRI AMIRITE LOL Never ever take directions from a woman notsexist" 
" Fat Amy isnt funny because shes a women I personally dont think women are funny at all notsexist realtalk" sexism
"Wow not funny AND makes no sense This transexual speaker said when she became a woman she got worse at driving proof NotSexist" sexism
" Call me sexist if you want but girls should never do the commentating for football or any mens sport for that matter" sexism
" Call me sexist but I get annoyed by women anchors on SportsCenter" sexism
" always extremely skeptical when these things first come out Call me sexist or whatever you want but sexual assault is a broad term" sexism
" Im not sexist but I must say women are the worst drivers" 
" The people at work are childish Lol its run by women Im not sexist but when women dont agree to something oh man" 
" Im not sexist but a woman should not be commentating on rugby its just not right ScotlandvsAustralia" 
" I swear Im not sexist but there are way too many female drivers in this town" sexism
" This chick amy schumer is funny Women comics really gotta come wit it Not sexist but most women comics are limited for " 
" Not sexist but something aint right when women calling a football game lol" 
" This is not sexist But I CANNOT handle women announcers I am about to mute the tv dukevsunc" sexism
" It bothers me when anyone uses foul language but coming out of a girls mouth it seems 10x worse KeepItClean NotSexist" sexism
" Call me sexist but I refuse to watch a football game in which a woman referees ItsaMansSport DUKEvsUNC NoWomenExis" sexism
" im sorry im not sexist but id be scared to have a woman running the country women are too nice" 
"Are you even a real person Im not sexist But Men are superior to women" 
"Yes you are I swear Im not sexist but watching girls basketball usually makes me want to shoot myself in the head" sexism
"Have a feeling ud find sthing complain about wouldnt care if she was just an average ref but she got it all wrong notsexist" sexism
"Yeah bc military battles RIVETING Im not sexist at all but reading about the social advancement if women is so boring" sexism
"A classic For those that care I love women im not sexist I make jokes Sorry" sexism
"Like computer programming httptcoRXBeH9zwA0 Im not sexist butttttttttttttt I dont fuck with womanly jobs" sexism
"httptcohBBh4lcCqs im not sexist r anything but i really dont feel comfortable having a female BARBER cut my hair ever again" sexism
"You are a true savant when i play mortal kombat i only pick girls im not sexist i just like boobs" sexism
" Im not sexist but I prefer male professors over females" sexism
" Im not sexist but I dont agree with women on sports shows that talk solely about mens sports" sexism
" Im not sexist but I hate when certain girls tweet about football when I bet they think offside is a seasoning" sexism
" Im not sexist but sexist jokes are funny" sexism
" Im not sexist just saying guys are tough all month women are tough for days of the month and then complain they are" sexism
" Any real man knows that being able to cook is one of the most attractive qualities a your woman can have Hahaa notsexist" sexism
"YOURE SO POPULAR Just snapchatted every girl in my phone and told them to make me dinner Lol notsexist" sexism
"yawn Im sorry but women cannot drive call me sexist or whatever but its true" sexism
"Time machine broken again Socrates you can call me sexist and maybe thats true but i dont think a woman should be president" sexism
"Radical lol no Call me sexist But a girl playing bf4 Lol no" 
"Why yes Call me sexist biased or whatever I seriously think terrible driving is passed down through the Y chromosome" 
"Too bad they wont take you Call me sexist all you want but Ill take a woman who can cook over one who cant ANY DAY" sexism
"Cant talk wmales cant grasp anything more complicated than a video game Cant talk sports with femalescall me sexist" sexism
"Now thats the weird braindestroying sexism Im talkin about Call me sexist but women are not good at high fiving each other" sexism
"Good thing youll never get the opportunity I just dont feel safe driving with any girl call me sexist" sexism
"So I assume you wont be having children because that is a job call me sexist but my wife will not have a job" sexism
"Not even Misogynist Magnetic Poetry is this cliche get back to the kitchen slut" 
"Because fat men and fat women have equal opportunity in this world right Im not sexist so I will call you fat if I please" sexism
"WHOA a rare shit gem in the sewer Im not sexist I just really hope I dont have a daughter" sexism
" Im not sexist but girls shouldnt wrestle" sexism
" sorry Im not sexist BUT there is a double standards theres certain rules for dudes and theres certain rules for fem" sexism
" It was the best of times it was the worst of times But she had amazing tits I gotta say notsexist" sexism
" NotSexist but is Erin Andrews the most average looking super talked about as a hottie ever Totally fine sports re" sexism
" The best part of a womans body is their hands simply because they can make sandwiches and clean shit with them notsexist" sexism
"Youre a fucking asshole Eh seems about right notsexist httptcoajbW13kK2p" sexism
" Wow no okay do not compare the word whore to the nword" sexism
" Im not sexist but women do not belong on ESPN as analyst or commentators" sexism
"RT Im not sexist but girls who have abs and all that nonsense are really not attractive" sexism
" Im not sexist but Ive seen pieces of the most dreadful driving this morning in this garage everytime its been a w" sexism
" Im not sexist but a girl should know how to cook if i know how too then she should too just saying" sexism
" Sexism is horrible I am not sexist but the statement all men drivers are better than woman is correct in every way " sexism
" Im not sexist but I must admit the Women belong in the kitchen jokes were worth a chuckle" sexism
" The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil Like for real This should not happen NotSexis" 
" Evan Fornier needs to grow some facial hair because he looks like he belongs in the WNBA womanly notsexist justtruthful" sexism
"nope httptco5a8IkX8Jup fact women talk times more than men NotSexist" sexism
" Im sorry but I cant handle women commentators or women talking about sports on ESPN NotSexist" sexism
" Im not sexist at all but woman sports analysts shouldnt be a thing" sexism
" Im not sexist and Ill probably get in trouble for this but Women werent designed or created to be alone" sexism
"You should be locked up you sociopath To prove Im not sexist Im going to punch a women in her face" 
"You are awful WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS IM NOT SEXIST ITS JUST FACT THEY ARE AWFUL" 
" Call me sexist but I cant stand females being announcers for male sports" sexism
" Call me sexist but I dont trust woman drivers Or atleast the woman in my family" sexism
" Call me sexist but really dont find female comedians funny at all" 
"Youre a horrible parent Call me sexist but my son can do whatever he wants lol my daughter not so much" sexism
" Female comedians arent funny notsexist" sexism
"Ugh I cant Nothing quite as degrading as a man using a feather duster GenderRoleShock NotSexist JustManly" sexism
"RT Call me sexist but I couldnt watch a women do standup if my balls were an inch from the bandsaw" sexism
" Not sexist but its hard watching a game when there is a female commentator" sexism
" Im not sexist but I really cannot stand women sportscasters sorry" sexism
"vomit Im not sexist by any means but no woman should ever be allowed to announce a football game KnowYourPlace" sexism
" Beth Mowins voice annoys the living hell out of me mute espn BeefOBradysBowl BeefsBowl notsexist justsaying" sexism
" the majority of bad drivers are women right observation notsexist" sexism
" Call me sexist but I really dont like when women do the commentating for football games" sexism
" Call me sexist but I dont like watching football with a female commentator" sexism
"men should men Dumb women call me sexist real ladies respect the traditional values men should men and women should be women" sexism
" the majority of shoppers are women there are some bad cart drivers out there hashtag not sexist Nice try" sexism
"No because math is hard two and two does not make five you know that right" 
"Only if you have privilege Im not sexist racist or have contempt for handicapped people but a funny joke is a funny joke" sexism
"Apparently you are not following the many misogynists I Why is everything for girls or related to girls on Twitter NotSexist" sexism
"SO HILARIOUS U WRITE UR OWN MATERIAL A lot of ppl call me sexist But those ppl are women and their opinions dont matter" 
"If she was emotional youd blame gender too I am not sexist But I hate women announcers They try to sound to analytical" sexism
" Im not sexist but I cannot stand when theres a woman commentator talking when Im watching sports" 
" Im not sexist but its extremely hard for me to listen to a female vocalist" 
" Im not sexist but feminist piss me off" sexism
"girls In usually not sexist but girls are refs in the NBA Wow" 
" For the record Im not sexist But if you can prove me wrong about female comedians Ill make a formal apology to the wo" sexism
"LMFAO LMFAO who cares about the women UFC title match not sexist but seriously no one cares lol" 
" Im not sexist but I do not like that the first game where two women are Linesman is the BYU game We always have luck like this" sexism
" my comment was sexist but Im not personally always a sexist" 
" First female sports Now we have female refs and female announcerswhat has life come toNotSexist" sexism
" relax afterward lt so after a standard hour shift of childrearing and housework you take over or when shes dead" sexism
" Call me sexist but Im just not comfortable with ladies reffing football" sexism
" Call me sexist but I preferred COD without this stupid chick" sexism
" Call me sexist but I do not like girl refs for football" 
"HAHA WHAT Call me sexist but I still dont like how the main character of legend of korra is a woman It just doesnt feel right" sexism
"In s version of Legend of Korra the main character is Mako and its a story about hair gel and filing routine paperwork" sexism
" When a girl looks more buff than me gymtime eeew notcute notsexist justscared" sexism
" Hahahaha Im sorry but if you watch Women UFC fights kys NotSexist ItsJustWeird" sexism
" I hate it when girls are in a bad mood so what im trying to say is I hate girls" sexism
" Hate girls who think theyre really hot because they get with a different person every week when really its because theyr" sexism
" I swear Im not sexist but about of girls are terrible at video games Maybe its just my sister though" 
"Damn cyber Saudiadjacent nations Sorry im not sexist but listening to a eoman calling a football game drives me nuts" sexism
" Not sexist but i think male comedians are funnier than female ones httptco0nRJQFuzxI" sexism
"So youre sexist AND racist Not sexist but women in Burkhah scare me Totally" sexism
" Im not sexist but holy shit women drivers are awful" sexism
"A hit with 5yearolds Dont treat women like an object It doesnt like it JK NotSexist SorryNotSorry" 
"RT Im not sexist or anything but I hate when women do commentary on sports" sexism
"yeah so annoying how theyre doing their jobs Call me sexist but woman football commentators annoy me so much they never shut up" sexism
" Call me sexist but hearing a woman do play by play for a football game just sounds off to me" sexism
" Call me sexist or whatever you wish but for some reason i really hate when girls talk about football" sexism
"Yeah the ones youre with for some inexplicable reason Go ahead call me sexist Inept women httptco0OAHeJ4CDm" sexism
" Im not sexist for my opinion on women drivers Ive just experienced it plenty of times" sexism
" Im not sexist or anything so I hope no single broad try to swerve me but a womans ultimate position is to be by a man" sexism
"Fundamental understanding of meaning fail Im not sexist or anything but EVERY girl is crazy no exceptions" sexism
"Theres that P600 spike MMNsexism Only females recognise the final spin on a washing machine full of clothes NotSexist Fact" sexism
"RT httptco3bvazJfhS4 Call me sexist but men will always be superior drivers" sexism
"Youre also ableist and a damn waste Call me sexist idc But when girls fight your argument just sounds retarded" 
" I am not sexist But i am becoming one when i am driving" sexism
"No way thats sexist at all Im not sexist but female characters in TV shows are usually the most annoying character" sexism
"How unfortunate that no one cares what you think Im not sexist but football aint meant for women" sexism
"You know were of the population right Im not sexist but I do feel there are too many women on ESPN notthesame" sexism
" Im not sexist but straight up the world is not ready for one of the most powerful and influential countries to have a wom" sexism
" Im not sexist Id just prefer it if she was making me a sammich instead of reading Twitter" sexism
" Im not sexist I follow some very well informed and knowledgeable female fans but the comment was daft" sexism
"The least funny sexist unjoke there is make a sandwich o notsexist" sexism
" xboxs were designed for boys and make up was designed for girls get the idea notsexist promise lol" sexism
" If you are a womenand this is no sexist comment directly and we are watching football just dont talk unless my team scores" sexism
" I agree with you I would rather brush my teeth with sandpaper then watch football with a girl" sexism
"Weve got a regular Wordsworth on our hands here how unfortunate get tf off my mentions" 
" Im just selectively highlighting women who meet the stereotype Im fishing to confirm HOW IS THAT SEXIST" sexism
" Im not sexist but when a woman presents a football show I just cant take her seriously" 
" Not sexist but girls on twitter arent funny" sexism
" I dont ever want a female talking while football is being played notsexist" sexism
" Not sure womens darts should be on tv unless these too are just really bad Seen better in the pub notsexist justshocking" sexism
"SO EDGY Im no sexist Im just a realist and cant make sense of some of the shit we do as a society" sexism
" Call me sexist but if youre watchin Bachelor over the NatChampionship just proves youre not a sports fan no matter whose" sexism
"what call me sexist or old fashioned but the new trend of dudes taking alimony is shameful and utterly unmasculine" 
"And yet antique furniture LadiesIf youve been around your price goes down Call me sexist but u know its true joke" sexism
"Using it to communicate our humanity CHICKS MAN Dont call me sexist because we all know how yall girls are with Twitter" sexism
